Year,"Bill #","Section #"
2012,HB348,46.2-1087
2012,HB348,19.2-386.26
2012,HB348,28.2-319
2012,HB348,29.1-549
2012,HB348,58.1-2274
2012,HB348,18.2-340
2012,HB348,19.2-386.31
2012,HB348,28.2-900
2012,HB348,30-126
2012,HB348,19.2-386.16
2012,HB348,2.2-3124
2012,HB348,29.1-523.1
2012,HB348,46.2-1605
2012,HB348,1-219.1
2012,HB348,19.2-386.29
2012,HB348,28.2-407
2012,HB348,3.2-4212
2012,HB348,6.2-1003
2012,HB348,19.2-386.1
2012,HB348,19.2-386.32
2012,HB348,29.1-407
2012,HB348,4.1-336
2012,HB348,19.2-386.2
2012,HB348,22.1-142
2012,HB348,29.1-524
2012,HB348,46.2-867
2012,HB348,18.2-270
2012,HB348,19.2-386.30
2012,HB348,28.2-821
2012,HB348,3.2-5139
2012,HB348,6.2-1085
2012,HB350,51.1-1110
2012,HB350,51.1-1125
2012,HB350,51.1-1114
2012,HB350,51.1-1127
2012,HB350,51.1-1121
2012,HB351,24.2-613
2012,HB351,24.2-640
2012,HB352,32.1-111.3
2012,HB352,23-9.2:9
2012,HB352,44-146.18
2012,HB352,32.1-111.11
2012,HB352,44-146.19
2012,HB352,22.1-279.8
2012,HB353,46.2-217
2012,HB353,58.1-2700.1
2012,HB353,46.2-2001.3
2012,HB353,46.2-613.4
2012,HB353,46.2-2011.8
2012,HB353,58.1-2402
2012,HB353,46.2-2000
2012,HB353,46.2-341.16
2012,HB353,58.1-2700.2
2012,HB353,46.2-2011.11
2012,HB353,46.2-703
2012,HB353,46.2-2155
2012,HB353,58.1-2403
2012,HB353,46.2-2001
2012,HB353,46.2-613.1
2012,HB353,58.1-2712.1
2012,HB353,46.2-2011.4
2012,HB353,46.2-725.2
2012,HB355,38.2-2234
2012,HB355,38.2-2212
2012,HB355,38.2-2213
2012,HB357,2.2-2818
2012,HB357,38.2-200
2012,HB357,2.2-3711
2012,HB357,38.2-3523.4
2012,HB357,32.1-16
2012,HB357,2.2-2905
2012,HB357,38.2-316
2012,HB357,2.2-4002
2012,HB357,63.2-206
2012,HB357,32.1-321.1
2012,HB357,2.2-3705.7
2012,HB357,38.2-3522.1
2012,HB357,2.2-4343
2012,HB359,4.1-201
2012,HB360,18.2-248.8
2012,HB361,18.2-60.3
2012,HB361,18.2-308.1:4
2012,HB362,8.01-512.4
2012,HB363,19.2-152.8
2012,HB363,16.1-253
2012,HB363,16.1-279.1
2012,HB363,19.2-152.9
2012,HB363,16.1-253.1
2012,HB363,19.2-152.10
2012,HB363,16.1-253.4
2012,HB364,54.1-4200
2012,HB364,54.1-4201.1
2012,HB365,22.1-277
2012,HB366,22.1-277
2012,HB367,22.1-253.13:3
2012,HB368,58.1-439.22
2012,HB369,29.1-521
2012,HB370,33.1-223.2:26
2012,HB371,15.2-4402
2012,HB371,15.2-4407
2012,HB372,54.1-4009
2012,HB373,9.1-140
2012,HB373,9.1-138
2012,HB373,9.1-143
2012,HB373,9.1-139
2012,HB374,24.2-640
2012,HB374,24.2-613
2012,HB375,15.2-915
2012,HB376,46.2-346
2012,HB377,55-79.87
2012,HB378,54.1-2816.1
2012,HB379,54.1-2807
2012,HB379,54.1-2800
2012,HB380,32.1-111.11
2012,HB381,29.1-702
2012,HB382,22.1-129.1
2012,HB383,15.2-2286
2012,HB384,2.2-2903
2012,HB385,15.2-4901
2012,HB387,17.1-275
2012,HB387,19.2-353.3
2012,HB388,46.2-342
2012,HB388,46.2-345
2012,HB389,18.2-18
2012,HB390,54.1-310
2012,HB391,16.1-300
2012,HB392,53.1-151
2012,HB393,58.1-2289
2012,HB393,58.1-2217
2012,HB393,58.1-2701
2012,HB393,58.1-2249
2012,HB393,58.1-2706
2012,HB394,46.2-1078.1
2012,HB396,3.2-804
2012,HB396,3.2-800
2012,HB396,3.2-805
2012,HB396,3.2-802
2012,HB397,2.2-3703
2012,HB398,54.1-2903
2012,HB398,32.1-137.10
2012,HB400,22.1-79.3
2012,HB401,55-248.7
2012,HB402,2.2-2905
2012,HB402,63.2-206
2012,HB402,2.2-4002
2012,HB402,32.1-321.1
2012,HB402,2.2-3705.7
2012,HB402,2.2-4343
2012,HB402,38.2-200
2012,HB402,2.2-3711
2012,HB402,32.1-16
2012,HB403,2.2-115
2012,HB404,46.2-1078.1
2012,HB405,15.2-2212
2012,HB406,58.1-3853
2012,HB406,58.1-3245.12
2012,HB408,58.1-3212
2012,HB409,18.2-369
2012,HB410,55-515
2012,HB410,55-79.53
2012,HB410,55-79.73
2012,HB411,55-515
2012,HB411,55-79.53
2012,HB411,55-79.73
2012,HB412,55-79.84
2012,HB412,55-79.97
2012,HB412,55-516
2012,HB413,9.1-913
2012,HB414,6.2-2302
2012,HB415,46.2-1078.1
2012,HB416,9.1-906
2012,HB416,9.1-903
2012,HB416,9.1-905
2012,HB417,24.2-310
2012,HB418,55-79.83
2012,HB419,58.1-905
2012,HB419,58.1-901
2012,HB419,58.1-912
2012,HB419,58.1-902
2012,HB419,32.1-127
2012,HB422,58.1-300
2012,HB422,58.1-604.1
2012,HB422,58.1-614
2012,HB422,58.1-3221.3
2012,HB422,58.1-608.3
2012,HB422,15.2-4838.1
2012,HB422,58.1-811
2012,HB422,58.1-520
2012,HB422,58.1-611.1
2012,HB423,54.1-2349
2012,HB424,8.01-390.1
2012,HB425,56-479.3
2012,HB426,15.2-4209
2012,HB427,33.1-23.1
2012,HB428,51.1-138
2012,HB429,56-479.3
2012,HB430,15.2-4217
2012,HB432,38.2-2234
2012,HB432,38.2-2212
2012,HB432,38.2-2213
2012,HB433,54.1-2014
2012,HB434,22.1-79.1
2012,HB434,22.1-26
2012,HB434,22.1-296
2012,HB435,53.1-165.1
2012,HB436,53.1-165.1
2012,HB437,23-38.10:10
2012,HB438,51.1-138
2012,HB439,54.1-2808.1
2012,HB441,23-9.6:1
2012,HB441,23-9.2:3.02
2012,HB442,47.1-30
2012,HB443,6.2-2215
2012,HB443,59.1-200
2012,HB443,6.2-1816
2012,HB444,2.2-4348
2012,HB445,63.2-1225
2012,HB445,63.2-1202
2012,HB445,63.2-1250
2012,HB445,63.2-1222
2012,HB445,16.1-241
2012,HB445,63.2-1234
2012,HB445,63.2-1203
2012,HB445,63.2-1251
2012,HB445,63.2-1223
2012,HB445,16.1-243
2012,HB445,63.2-1241
2012,HB445,63.2-1208
2012,HB446,58.1-433.1
2012,HB446,58.1-439.2
2012,HB446,58.1-2626.1
2012,HB448,56-594
2012,HB449,2.2-4328
2012,HB451,63.2-1203
2012,HB451,63.2-1233
2012,HB452,60.2-623
2012,HB453,65.2-524
2012,HB454,65.2-524
2012,HB455,56-484.17
2012,HB456,58.1-339.10
2012,HB458,15.2-915
2012,HB459,54.1-4009
2012,HB460,58.1-422
2012,HB461,58.1-3903
2012,HB461,58.1-3981
2012,HB461,58.1-3916
2012,HB461,58.1-3987
2012,HB461,21-118.4
2012,HB461,58.1-3916.02
2012,HB461,58.1-535
2012,HB462,18.2-76
2012,HB463,16.1-293
2012,HB463,16.1-278.7
2012,HB463,66-23
2012,HB463,16.1-278.8
2012,HB465,2.2-402
2012,HB466,4.1-320
2012,HB467,46.2-391
2012,HB467,18.2-270.1
2012,HB467,18.2-271.1
2012,HB470,4.1-320
2012,HB471,4.1-111
2012,HB471,33.1-371.1
2012,HB471,4.1-320
2012,HB471,33.1-355
2012,HB471,33.1-375
2012,HB471,33.1-369
2012,HB473,18.2-340.33
2012,HB473,18.2-340.16
2012,HB473,18.2-340.22
2012,HB473,58.1-3732.1
2012,HB473,18.2-340.18
2012,HB473,18.2-340.28
2012,HB473,18.2-334.2
2012,HB473,18.2-340.19
2012,HB474,23-9.2:3
2012,HB475,37.2-817
2012,HB476,37.2-817
2012,HB476,37.2-805
2012,HB477,33.1-23.5:1
2012,HB477,33.1-41.1
2012,HB477,33.1-23.1
2012,HB478,23-295
2012,HB479,18.2-246.14
2012,HB479,58.1-1000
2012,HB479,58.1-1037
2012,HB479,18.2-246.15
2012,HB479,58.1-1007
2012,HB479,18.2-246.13
2012,HB479,19.2-386.21
2012,HB479,58.1-1017
2012,HB480,2.2-3712
2012,HB481,2.2-3117
2012,HB482,17.1-279
2012,HB483,58.1-3981
2012,HB483,58.1-3381
2012,HB483,58.1-3903
2012,HB484,17.1-276
2012,HB484,17.1-502
2012,HB484,17.1-293
2012,HB484,17.1-258.3:1
2012,HB484,17.1-294
2012,HB485,19.2-392.2
2012,HB485,18.2-250.1
2012,HB485,18.2-251
2012,HB486,51.1-126
2012,HB487,19.2-338
2012,HB488,22.1-20.1
2012,HB489,16.1-69.48:1.01
2012,HB489,17.1-275.11
2012,HB490,2.2-2631
2012,HB490,67-1202
2012,HB490,2.2-2449
2012,HB490,2.2-2698
2012,HB490,2.2-2630
2012,HB490,32.1-111.10
2012,HB490,10.1-2002
2012,HB491,15.2-907.2
2012,HB492,15.2-901
2012,HB493,15.2-901
2012,HB495,3.2-3102
2012,HB496,37.2-837
2012,HB497,46.2-1078.1
2012,HB498,46.2-828
2012,HB499,15.2-1127
2012,HB500,63.2-905.2
2012,HB502,55-248.7
2012,HB504,22.1-279.8
2012,HB504,9.1-184
2012,HB505,58.1-339.11
2012,HB506,54.1-2400.01:1
2012,HB507,63.2-1509
2012,HB507,16.1-241.3
2012,HB508,18.2-248.1:1
2012,HB508,54.1-3446
2012,HB509,58.1-803
2012,HB510,62.1-132.19
2012,HB512,58.1-3507
2012,HB515,24.2-947.2
2012,HB516,58.1-301
2012,HB516,58.1-322
2012,HB517,58.1-322
2012,HB518,58.1-322
2012,HB519,13.1-1268
2012,HB519,13.1-888
2012,HB519,13.1-1075
2012,HB519,13.1-722.11
2012,HB519,13.1-929
2012,HB519,13.1-1246
2012,HB519,13.1-767
2012,HB519,13.1-1005
2012,HB519,13.1-604.1
2012,HB519,13.1-898.2
2012,HB519,13.1-1077
2012,HB519,13.1-722.2
2012,HB519,50-73.17
2012,HB519,13.1-1266
2012,HB519,13.1-816
2012,HB519,13.1-1056
2012,HB519,13.1-616
2012,HB519,13.1-898.4
2012,HB519,13.1-1204
2012,HB519,13.1-722.4
2012,HB519,50-73.58
2012,HB520,2.2-309
2012,HB521,8.01-367
2012,HB522,10.1-204
2012,HB523,38.2-2129
2012,HB524,46.2-322
2012,HB525,9.1-140
2012,HB526,15.2-2293.2
2012,HB527,30-330
2012,HB527,30-335
2012,HB528,18.2-46.3:3
2012,HB528,18.2-255.2
2012,HB529,2.2-4328
2012,HB531,58.1-339.2
2012,HB532,46.2-341.20
2012,HB534,32.1-102.3:2
2012,HB535,32.1-102.3:5
2012,HB535,32.1-102.3:2
2012,HB536,58.1-2208
2012,HB536,58.1-2263
2012,HB536,58.1-2204
2012,HB536,58.1-2274
2012,HB537,3.2-6540
2012,HB537,3.2-6542
2012,HB538,29.1-300.2
2012,HB541,46.2-1993.55
2012,HB541,46.2-743
2012,HB541,46.2-1954
2012,HB541,46.2-330
2012,HB541,46.2-1992.56
2012,HB541,46.2-692
2012,HB541,46.2-1550.2
2012,HB541,46.2-324.1
2012,HB541,46.2-746
2012,HB541,46.2-1964
2012,HB541,46.2-335
2012,HB541,46.2-1993.46
2012,HB541,46.2-741
2012,HB541,46.2-1558
2012,HB541,46.2-325
2012,HB541,46.2-1992.46
2012,HB541,46.2-345
2012,HB542,33.1-23.05
2012,HB543,54.1-3005
2012,HB543,54.1-3029.1
2012,HB543,4.1-100
2012,HB543,54.1-3008
2012,HB543,54.1-3000
2012,HB543,54.1-3029
2012,HB544,22.1-277
2012,HB545,46.2-920.1
2012,HB546,18.2-46.1
2012,HB547,22.1-100
2012,HB548,23-9.2:3.7
2012,HB549,63.2-1940.1
2012,HB550,30-34.15
2012,HB550,2.2-110
2012,HB550,2.2-608
2012,HB551,58.1-439.12:07
2012,HB552,16.1-278.11
2012,HB552,19.2-182.3
2012,HB552,2.2-1207
2012,HB552,2.2-4002
2012,HB552,22.1-319
2012,HB552,32.1-323.2
2012,HB552,37.2-200
2012,HB552,37.2-316
2012,HB552,37.2-408.1
2012,HB552,37.2-430
2012,HB552,37.2-511
2012,HB552,37.2-612
2012,HB552,37.2-721
2012,HB552,40.1-28.9
2012,HB552,51.5-39.8
2012,HB552,58.1-3211
2012,HB552,63.2-1801
2012,HB552,16.1-336
2012,HB552,19.2-218.1
2012,HB552,2.2-2525
2012,HB552,22.1-214.3
2012,HB552,25.1-100
2012,HB552,32.1-65
2012,HB552,37.2-303
2012,HB552,37.2-400
2012,HB552,37.2-416
2012,HB552,37.2-504
2012,HB552,37.2-601
2012,HB552,37.2-700
2012,HB552,37.2-837
2012,HB552,46.2-401
2012,HB552,53.1-40.5
2012,HB552,60.2-213
2012,HB552,64.1-157.1
2012,HB552,16.1-241
2012,HB552,19.2-123
2012,HB552,2.2-1124
2012,HB552,2.2-3705.5
2012,HB552,22.1-253.13:2
2012,HB552,32.1-127.01
2012,HB552,37.2-1028
2012,HB552,37.2-314
2012,HB552,37.2-406
2012,HB552,37.2-427
2012,HB552,37.2-508
2012,HB552,37.2-608
2012,HB552,37.2-715
2012,HB552,38.2-3323
2012,HB552,51.5-39.12
2012,HB552,54.1-2982
2012,HB552,63.2-1602
2012,HB552,66-19
2012,HB552,16.1-280
2012,HB552,19.2-182.8
2012,HB552,2.2-1839
2012,HB552,22.1-213
2012,HB552,22.1-7
2012,HB552,32.1-331.13
2012,HB552,37.2-203
2012,HB552,37.2-318
2012,HB552,37.2-409
2012,HB552,37.2-500
2012,HB552,37.2-512
2012,HB552,37.2-613
2012,HB552,37.2-802
2012,HB552,46.2-314
2012,HB552,53.1-216
2012,HB552,58.1-3214
2012,HB552,63.2-1805
2012,HB552,15.2-2291
2012,HB552,16.1-361
2012,HB552,19.2-316
2012,HB552,2.2-2649
2012,HB552,22.1-215
2012,HB552,29.1-313
2012,HB552,36-96.6
2012,HB552,37.2-306
2012,HB552,37.2-401
2012,HB552,37.2-419
2012,HB552,37.2-505
2012,HB552,37.2-602
2012,HB552,37.2-706
2012,HB552,37.2-840
2012,HB552,51.1-513.3
2012,HB552,53.1-40.7
2012,HB552,63.2-1000
2012,HB552,64.1-62.3
2012,HB552,16.1-269.1
2012,HB552,19.2-182.2
2012,HB552,2.2-1204
2012,HB552,2.2-3711
2012,HB552,22.1-3
2012,HB552,32.1-283
2012,HB552,37.2-1101
2012,HB552,37.2-315
2012,HB552,37.2-408
2012,HB552,37.2-428
2012,HB552,37.2-509
2012,HB552,37.2-609
2012,HB552,37.2-717
2012,HB552,38.2-3409
2012,HB552,51.5-39.7
2012,HB552,54.1-701
2012,HB552,63.2-1603
2012,HB552,66-20
2012,HB552,16.1-283
2012,HB552,19.2-182.9
2012,HB552,2.2-2411
2012,HB552,22.1-214.2
2012,HB552,23-38.2
2012,HB552,32.1-59
2012,HB552,37.2-204
2012,HB552,37.2-319
2012,HB552,37.2-411
2012,HB552,37.2-501
2012,HB552,37.2-600
2012,HB552,37.2-615
2012,HB552,37.2-806
2012,HB552,46.2-400
2012,HB552,53.1-40.3
2012,HB552,58.1-638
2012,HB552,63.2-1808.1
2012,HB552,15.2-964
2012,HB552,18.2-369
2012,HB552,19.2-389
2012,HB552,2.2-3705.3
2012,HB552,22.1-217.1
2012,HB552,32.1-102.1
2012,HB552,37.2-100
2012,HB552,37.2-312
2012,HB552,37.2-403
2012,HB552,37.2-420
2012,HB552,37.2-506
2012,HB552,37.2-605
2012,HB552,37.2-709
2012,HB552,37.2-843
2012,HB552,51.5-3
2012,HB552,54.1-2970
2012,HB552,63.2-1105
2012,HB552,66-18
2012,HB553,5.1-7.3
2012,HB554,5.1-40
2012,HB555,4.1-210
2012,HB555,4.1-231
2012,HB555,4.1-233
2012,HB556,18.2-186.4:1
2012,HB557,36-55.30
2012,HB558,15.2-5003
2012,HB559,56-605
2012,HB559,56-608
2012,HB560,46.2-320
2012,HB561,15.2-2159
2012,HB562,60.2-612
2012,HB563,18.2-254.1
2012,HB564,56-585.1
2012,HB565,58.1-611.2
2012,HB567,15.2-2119
2012,HB567,15.2-5139
2012,HB568,46.2-345
2012,HB568,46.2-342
2012,HB569,24.2-643
2012,HB569,24.2-418
2012,HB570,6.2-1711
2012,HB570,6.2-1720
2012,HB570,6.2-1701
2012,HB570,6.2-1715
2012,HB570,6.2-1709
2012,HB570,6.2-1719
2012,HB570,6.2-1700
2012,HB571,15.2-2209.1
2012,HB571,15.2-2303.1:1
2012,HB572,6.2-1600
2012,HB572,6.2-1602
2012,HB573,18.2-490
2012,HB576,22.1-299
2012,HB576,22.1-309
2012,HB576,22.1-293
2012,HB576,22.1-304
2012,HB576,22.1-297
2012,HB576,22.1-306
2012,HB576,22.1-302
2012,HB576,22.1-294
2012,HB576,22.1-305
2012,HB576,22.1-298.1
2012,HB576,22.1-307
2012,HB576,22.1-253.13:5
2012,HB576,22.1-303
2012,HB576,22.1-295
2012,HB576,22.1-305.1
2012,HB577,22.1-212.26
2012,HB577,23-299.8
2012,HB578,22.1-298.1
2012,HB579,63.2-501
2012,HB580,2.2-2339
2012,HB580,2.2-2340
2012,HB580,2.2-2337
2012,HB581,58.1-3851.1
2012,HB582,2.2-4317
2012,HB582,2.2-4303
2012,HB583,46.2-1077.1
2012,HB584,33.1-223.2:26
2012,HB586,53.1-79.1
2012,HB587,56-265.2
2012,HB587,56-46.1
2012,HB589,18.2-148
2012,HB590,56-585.1
2012,HB590,56-585.2
2012,HB592,18.2-308.2:2
2012,HB594,51.1-155.2
2012,HB595,2.2-703.1
2012,HB596,18.2-248.02
2012,HB597,25.1-100
2012,HB597,25.1-400
2012,HB599,33.1-13.03:1
2012,HB600,33.1-2
2012,HB600,33.1-1
2012,HB602,22.1-79.1
2012,HB605,55-513
2012,HB606,20-124.2
2012,HB607,18.2-386.1
2012,HB609,54.1-201
2012,HB609,54.1-831
2012,HB609,54.1-1802.1
2012,HB610,13.1-604
2012,HB610,13.1-904
2012,HB610,13.1-743
2012,HB610,13.1-804
2012,HB611,2.2-5513
2012,HB612,30-152
2012,HB613,15.2-1507
2012,HB613,22.1-306
2012,HB613,15.2-1604
2012,HB613,2.2-3004
2012,HB615,15.2-2201
2012,HB616,33.1-373
2012,HB617,15.2-1215
2012,HB618,10.1-523
2012,HB618,10.1-529
2012,HB618,10.1-515
2012,HB620,2.2-2013
2012,HB622,24.2-613
2012,HB622,24.2-640
2012,HB623,24.2-306
2012,HB623,24.2-709.1
2012,HB623,24.2-415
2012,HB623,24.2-120
2012,HB623,24.2-517
2012,HB624,9.1-902
2012,HB625,15.2-2222.1
2012,HB626,33.1-223.2:21
2012,HB627,33.1-223.2:26
2012,HB629,23-71
2012,HB629,23-70
2012,HB630,18.2-515
2012,HB635,20-107.3
2012,HB636,51.1-212
2012,HB637,2.2-3004
2012,HB637,2.2-3006
2012,HB637,2.2-3003
2012,HB637,51.1-124.13
2012,HB638,37.2-1102
2012,HB638,37.2-1101
2012,HB639,23-9.2:3.04
2012,HB640,22.1-3
2012,HB641,40.1-84
2012,HB641,40.1-89
2012,HB641,40.1-87
2012,HB641,40.1-79.01
2012,HB641,40.1-88
2012,HB643,59.1-510
2012,HB644,23-7.4:2
2012,HB645,56-585.2
2012,HB645,56-576
2012,HB646,33.1-351
2012,HB646,33.1-362
2012,HB646,33.1-360
2012,HB646,33.1-361
2012,HB647,46.2-336
2012,HB648,8.01-432
2012,HB648,8.01-438
2012,HB648,8.01-435
2012,HB648,8.01-439
2012,HB648,8.01-436
2012,HB649,46.2-112
2012,HB650,3.2-6546
2012,HB652,46.2-1078.1
2012,HB653,22.1-296
2012,HB653,22.1-79.1
2012,HB653,22.1-26
2012,HB654,15.2-2824
2012,HB655,23-9.6:1
2012,HB656,22.1-279.6
2012,HB657,56-585.2
2012,HB658,2.2-3101
2012,HB659,33.1-2
2012,HB659,33.1-1
2012,HB660,33.1-223.2:26
2012,HB661,65.2-510
2012,HB663,63.2-620
2012,HB664,58.1-202
2012,HB665,2.2-426
2012,HB666,30-111
2012,HB667,2.2-4376.1
2012,HB667,56-573.3
2012,HB667,2.2-3104.01
2012,HB667,56-575.17:1
2012,HB668,55-79.74:1
2012,HB668,55-510
2012,HB669,24.2-700
2012,HB669,24.2-701
2012,HB670,24.2-411.1
2012,HB670,24.2-424
2012,HB672,56-605
2012,HB673,16.1-241
2012,HB673,19.2-152.10
2012,HB674,16.1-241
2012,HB675,18.2-152.3
2012,HB675,18.2-195
2012,HB675,18.2-97
2012,HB675,18.2-102
2012,HB675,18.2-182
2012,HB675,18.2-23
2012,HB675,19.2-386.16
2012,HB675,18.2-145.1
2012,HB675,18.2-187.1
2012,HB675,18.2-96
2012,HB675,18.2-181
2012,HB675,18.2-195.2
2012,HB675,19.2-289
2012,HB675,18.2-103
2012,HB675,18.2-186
2012,HB675,18.2-340.37
2012,HB675,29.1-553
2012,HB675,18.2-150
2012,HB675,18.2-188
2012,HB675,18.2-96.1
2012,HB675,18.2-181.1
2012,HB675,18.2-197
2012,HB675,19.2-290
2012,HB675,18.2-108.01
2012,HB675,18.2-186.3
2012,HB675,18.2-95
2012,HB676,63.2-1952
2012,HB677,26-81
2012,HB678,59.1-200
2012,HB679,59.1-200
2012,HB680,8.01-44.5
2012,HB681,8.01-682
2012,HB682,16.1-306
2012,HB682,16.1-260
2012,HB682,16.1-305
2012,HB683,53.1-120
2012,HB684,45.1-161.64
2012,HB684,45.1-161.252
2012,HB685,46.2-1024
2012,HB686,46.2-743
2012,HB687,62.1-201
2012,HB688,46.2-342
2012,HB688,46.2-345
2012,HB689,46.2-323
2012,HB690,19.2-386.33
2012,HB692,15.2-1507
2012,HB692,22.1-306
2012,HB692,15.2-1604
2012,HB692,2.2-3004
2012,HB693,33.1-46.2
2012,HB694,2.2-3900
2012,HB696,22.1-212.27
2012,HB697,23-9.2:8
2012,HB699,33.1-23.1
2012,HB701,23-234
2012,HB702,51.1-1401
2012,HB703,23-9.2:3
2012,HB706,46.2-924
2012,HB706,46.2-100
2012,HB708,6.2-872
2012,HB709,38.2-2201
2012,HB710,55-154.2
2012,HB710,45.1-181
2012,HB711,54.1-3013
2012,HB712,58.1-3712
2012,HB713,26-88
2012,HB713,26-94
2012,HB714,58.1-439
2012,HB715,2.2-2818
2012,HB716,15.2-1731
2012,HB716,19.2-81.3
2012,HB716,16.1-253.4
2012,HB716,19.2-152.8
2012,HB717,18.2-248.02
2012,HB718,16.1-269.1
2012,HB719,29.1-302
2012,HB720,58.1-439.6
2012,HB721,2.2-4024
2012,HB721,46.2-1217
2012,HB723,15.2-4838.1
2012,HB723,15.2-4840
2012,HB723,33.1-23.03
2012,HB724,18.2-216
2012,HB724,59.1-68.3
2012,HB725,6.2-1818
2012,HB725,6.2-1816
2012,HB725,6.2-2216
2012,HB725,6.2-1817
2012,HB725,6.2-312
2012,HB726,15.2-958.1
2012,HB727,22.1-20.1
2012,HB728,15.2-2323
2012,HB729,15.2-2223.1
2012,HB730,2.2-2452
2012,HB731,15.2-2245
2012,HB732,15.2-2316.2
2012,HB733,54.1-3410.2
2012,HB734,58.1-802
2012,HB735,38.2-4904
2012,HB735,38.2-4900
2012,HB735,38.2-4905
2012,HB735,38.2-4902
2012,HB737,2.2-2698
2012,HB738,2.2-2818.01
2012,HB739,30-335
2012,HB739,30-330
2012,HB740,9.1-404
2012,HB740,9.1-400
2012,HB740,9.1-405
2012,HB740,9.1-403
2012,HB741,30-278
2012,HB741,30-279
2012,HB741,56-573.1:1
2012,HB742,46.2-665
2012,HB742,46.2-666
2012,HB743,58.1-3505
2012,HB744,63.2-1000
2012,HB746,46.2-666
2012,HB746,46.2-670
2012,HB746,46.2-665
2012,HB747,16.1-306
2012,HB748,16.1-306
2012,HB748,19.2-392.2
2012,HB749,18.2-57
2012,HB751,18.2-46.3
2012,HB752,18.2-57.2
2012,HB753,9.1-902
2012,HB754,18.2-308
2012,HB755,8.01-251
2012,HB756,22.1-212.8:1
2012,HB757,15.2-2118
2012,HB758,10.1-200.2
2012,HB758,46.2-208
2012,HB759,42.1-36
2012,HB760,15.2-2110
2012,HB761,17.1-223
2012,HB762,46.2-749.7:3
2012,HB763,64.1-150
2012,HB764,2.2-1837
2012,HB765,23-299.4
2012,HB765,23-299
2012,HB765,23-299.9
2012,HB765,23-299.2
2012,HB766,3.2-303
2012,HB766,3.2-309
2012,HB767,2.2-904.2
2012,HB768,2.2-435.8
2012,HB768,2.2-904
2012,HB768,2.2-900
2012,HB768,2.2-904.1
2012,HB768,2.2-902
2012,HB769,24.2-640
2012,HB769,24.2-613
2012,HB770,19.2-152.8
2012,HB771,9.1-187
2012,HB771,18.2-308
2012,HB771,9.1-101
2012,HB772,9.1-101
2012,HB773,15.2-202
2012,HB773,15.2-2506
2012,HB773,15.2-5104
2012,HB773,15.2-909
2012,HB773,15.2-1416
2012,HB773,15.2-2204
2012,HB773,15.2-3107
2012,HB773,15.2-5602
2012,HB773,15.2-1813
2012,HB773,15.2-2400
2012,HB773,15.2-3913
2012,HB773,15.2-619
2012,HB773,15.2-1201
2012,HB773,15.2-2108.7
2012,HB773,15.2-2507
2012,HB773,15.2-5403
2012,HB773,15.2-951
2012,HB773,15.2-1719
2012,HB773,15.2-2214
2012,HB773,15.2-3400
2012,HB773,15.2-5702
2012,HB773,15.2-201
2012,HB773,15.2-2401
2012,HB773,15.2-4528
2012,HB773,15.2-903
2012,HB773,15.2-1301
2012,HB773,15.2-2114
2012,HB773,15.2-2606
2012,HB773,15.2-5431.5
2012,HB773,15.2-1720
2012,HB773,15.2-2316.2
2012,HB773,15.2-3537
2012,HB773,15.2-5711
2012,HB775,32.1-325
2012,HB776,30-336
2012,HB776,30-330
2012,HB777,30-331
2012,HB777,30-332
2012,HB777,30-330
2012,HB778,33.1-23.03:10
2012,HB780,46.2-1048
2012,HB780,46.2-625
2012,HB780,46.2-1049
2012,HB780,46.2-100
2012,HB780,46.2-1158
2012,HB781,2.2-4310
2012,HB781,2.2-1401
2012,HB782,32.1-325
2012,HB782,32.1-351
2012,HB785,46.2-816
2012,HB786,24.2-700
2012,HB786,24.2-701
2012,HB788,2.2-1183
2012,HB788,2.2-1182
2012,HB789,56-46.1
2012,HB790,36-137
2012,HB790,36-142
2012,HB790,55-530.1
2012,HB790,36-139
2012,HB790,36-147
2012,HB790,2.2-1514
2012,HB790,58.1-344.3
2012,HB790,36-141
2012,HB790,54.1-2113
2012,HB791,51.1-161
2012,HB791,51.1-505
2012,HB791,51.1-207
2012,HB791,51.1-512
2012,HB791,51.1-142.2
2012,HB791,51.1-218
2012,HB792,51.1-603.1
2012,HB793,18.2-254.1
2012,HB794,15.2-2223.1
2012,HB795,58.1-3833
2012,HB796,32.1-11.7
2012,HB797,18.2-308
2012,HB798,46.2-1603.2
2012,HB798,46.2-1608.2
2012,HB798,46.2-1603.1
2012,HB799,62.1-44.15:21
2012,HB800,46.2-873.1
2012,HB801,58.1-3373
2012,HB802,58.1-2278
2012,HB802,33.1-23.03:10
2012,HB805,46.2-1178
2012,HB805,46.2-1178.1
2012,HB805,46.2-1176
2012,HB805,46.2-1182
2012,HB806,46.2-1147
2012,HB806,46.2-1128
2012,HB806,46.2-1149.4
2012,HB806,46.2-1140
2012,HB806,46.2-685
2012,HB806,46.2-1149.1
2012,HB806,46.2-1129
2012,HB806,46.2-1149.5
2012,HB806,46.2-1145
2012,HB806,46.2-1149.3
2012,HB806,46.2-1139
2012,HB806,46.2-652
2012,HB807,9.1-141
2012,HB807,9.1-185.2
2012,HB809,15.2-1517
2012,HB810,30-283
2012,HB812,10.1-2206.1
2012,HB813,33.1-23.03:2
2012,HB813,58.1-2425
2012,HB813,2.2-2213
2012,HB813,33.1-23.7
2012,HB813,2.2-2201
2012,HB813,58.1-423
2012,HB813,2.2-2215
2012,HB813,58.1-1741
