Year,"Bill #","Section #"
2012,HB813,2.2-2204
2012,HB813,58.1-638
2012,HB819,58.1-322
2012,HB819,23-38.81
2012,HB820,44-2
2012,HB823,15.2-4207
2012,HB824,32.1-46
2012,HB826,18.2-362
2012,HB828,24.2-701
2012,HB828,24.2-418
2012,HB828,24.2-706
2012,HB828,24.2-643
2012,HB829,32.1-64.2
2012,HB829,32.1-67.1
2012,HB829,32.1-46.1
2012,HB829,32.1-65
2012,HB829,32.1-64.1
2012,HB829,32.1-67
2012,HB829,32.1-46.01
2012,HB830,15.2-1129.1
2012,HB832,58.1-638
2012,HB833,1-510
2012,HB834,46.2-1308
2012,HB834,16.1-69.48
2012,HB837,16.1-69.45
2012,HB839,36-156.1
2012,HB841,58.1-439
2012,HB841,59.1-547
2012,HB842,58.1-3700
2012,HB842,15.2-2286
2012,HB845,13.1-1244
2012,HB845,13.1-829
2012,HB845,13.1-1054
2012,HB845,50-73.24
2012,HB845,13.1-630
2012,HB845,13.1-924
2012,HB845,13.1-1214
2012,HB845,50-73.78
2012,HB845,13.1-762
2012,HB845,13.1-1012
2012,HB845,50-73.2
2012,HB848,15.2-1716.2
2012,HB849,16.1-284.1
2012,HB850,24.2-411
2012,HB850,24.2-110
2012,HB850,24.2-111
2012,HB851,23-9.2:10
2012,HB852,23-2.1:3
2012,HB853,23-9.2:8
2012,HB854,18.2-254.1
2012,HB855,29.1-100
2012,HB856,19.2-271.4
2012,HB857,46.2-806
2012,HB858,54.1-3452
2012,HB859,18.2-308.2:2
2012,HB860,46.2-1232
2012,HB861,46.2-1216
2012,HB862,58.1-322
2012,HB863,15.2-2209
2012,HB864,33.1-1
2012,HB864,33.1-2
2012,HB865,46.2-2067
2012,HB866,22.1-57.3
2012,HB867,38.2-515
2012,HB868,46.2-1220
2012,HB868,15.2-967
2012,HB868,46.2-100
2012,HB869,15.2-2223.1
2012,HB870,46.2-1600
2012,HB871,38.2-1800
2012,HB872,38.2-1824
2012,HB874,46.2-1078.1
2012,HB875,46.2-708
2012,HB875,46.2-706
2012,HB876,58.1-2291
2012,HB876,58.1-2299.20
2012,HB877,2.2-1514
2012,HB878,15.2-973
2012,HB879,58.1-322
2012,HB880,29.1-302.02
2012,HB881,24.2-956
2012,HB881,24.2-956.1
2012,HB882,37.2-314
2012,HB882,32.1-126.01
2012,HB882,63.2-1720
2012,HB882,32.1-162.9:1
2012,HB884,33.1-56.4
2012,HB884,46.2-819.3:1
2012,HB884,46.2-208
2012,HB884,46.2-819.5
2012,HB884,15.2-968.1
2012,HB884,46.2-819.1
2012,HB885,54.1-3001
2012,HB886,22.1-261
2012,HB886,22.1-258
2012,HB886,22.1-262
2012,HB886,22.1-260
2012,HB886,22.1-267
2012,HB887,22.1-277
2012,HB888,3.2-6544
2012,HB889,33.1-223.2:26
2012,HB891,46.2-1077.1
2012,HB892,58.1-2249
2012,HB892,58.1-606
2012,HB892,58.1-2701
2012,HB892,58.1-638
2012,HB892,33.1-277
2012,HB892,58.1-604
2012,HB892,58.1-2261
2012,HB892,58.1-609.1
2012,HB892,33.1-268
2012,HB892,58.1-2706
2012,HB892,58.1-2217
2012,HB892,58.1-605
2012,HB892,58.1-2289
2012,HB892,58.1-609.10
2012,HB892,33.1-269
2012,HB892,58.1-603
2012,HB893,56-484.13
2012,HB894,56-600
2012,HB894,56-576
2012,HB895,24.2-411.2
2012,HB895,24.2-416.2
2012,HB895,24.2-411.1
2012,HB895,24.2-418
2012,HB896,4.1-120
2012,HB897,63.2-1530
2012,HB898,58.1-2531
2012,HB898,58.1-638
2012,HB899,58.1-2289
2012,HB899,58.1-638
2012,HB899,58.1-2217
2012,HB899,58.1-2701
2012,HB899,58.1-2249
2012,HB899,58.1-2706
2012,HB900,23-9.2:3
2012,HB901,55-79.80:2
2012,HB901,55-513
2012,HB902,55-79.61
2012,HB902,55-79.54
2012,HB903,15.2-2302
2012,HB905,22.1-7.1
2012,HB908,58.1-512
2012,HB909,33.1-23.1
2012,HB910,15.2-2303.2
2012,HB911,56-594
2012,HB913,10.1-1411
2012,HB914,33.1-210.2
2012,HB915,8.01-654
2012,HB916,18.2-152.7:1
2012,HB917,54.1-1102
2012,HB917,54.1-2348
2012,HB917,54.1-602
2012,HB917,54.1-2012
2012,HB917,54.1-309
2012,HB917,54.1-831.01
2012,HB917,54.1-2313
2012,HB917,54.1-500.1
2012,HB918,32.1-325.1
2012,HB919,58.1-3942
2012,HB921,29.1-521
2012,HB921,29.1-521.1
2012,HB921,29.1-553
2012,HB922,58.1-3219.5
2012,HB923,16.1-260
2012,HB923,19.2-386.28
2012,HB923,18.2-308
2012,HB923,19.2-120.1
2012,HB923,17.1-406
2012,HB923,19.2-83.1
2012,HB923,18.2-311
2012,HB923,15.2-915.3
2012,HB923,19.2-386.27
2012,HB923,18.2-287.01
2012,HB923,18.2-57.3
2012,HB924,18.2-23
2012,HB926,17.1-275
2012,HB926,17.1-276
2012,HB927,59.1-129
2012,HB927,59.1-136.3
2012,HB927,59.1-120
2012,HB928,43-3
2012,HB929,18.2-308
2012,HB930,24.2-701
2012,HB930,24.2-706
2012,HB930,24.2-612
2012,HB930,24.2-702.1
2012,HB930,24.2-419
2012,HB930,24.2-709
2012,HB930,24.2-700
2012,HB930,24.2-703
2012,HB930,24.2-444
2012,HB931,24.2-613
2012,HB931,24.2-640
2012,HB932,10.1-104.2
2012,HB932,10.1-2128.1
2012,HB933,58.1-3360.1
2012,HB933,58.1-3219.5
2012,HB933,58.1-3360.2
2012,HB933,58.1-3360
2012,HB934,28.2-1200
2012,HB935,23-50.7
2012,HB936,30-120
2012,HB937,54.1-118
2012,HB938,54.1-118
2012,HB939,2.2-804
2012,HB940,18.2-308.2:2
2012,HB941,27-32.2
2012,HB942,15.2-2157
2012,HB943,59.1-148.3
2012,HB944,37.2-915
2012,HB944,37.2-906
2012,HB945,2.2-4336
2012,HB945,2.2-4337
2012,HB946,24.2-949.6
2012,HB947,22.1-7.1
2012,HB948,19.2-368.2
2012,HB950,19.2-165
2012,HB951,18.2-271.1
2012,HB951,18.2-270.1
2012,HB952,18.2-308
2012,HB953,18.2-57
2012,HB954,18.2-18
2012,HB956,19.2-303.5
2012,HB957,18.2-272
2012,HB957,46.2-389
2012,HB957,46.2-391
2012,HB958,19.2-82
2012,HB958,19.2-80
2012,HB959,58.1-609.1
2012,HB960,38.2-518
2012,HB961,8.01-44.4
2012,HB962,18.2-51.4
2012,HB963,18.2-374.1:1
2012,HB964,18.2-374.4
2012,HB965,23-234
2012,HB966,16.1-266
2012,HB967,23-7.4:1
2012,HB967,18.2-308
2012,HB967,65.2-402.1
2012,HB967,19.2-81
2012,HB967,52-34.7
2012,HB967,18.2-308.2:2
2012,HB967,9.1-101
2012,HB967,19.2-81.3
2012,HB967,65.2-402
2012,HB967,18.2-57
2012,HB968,18.2-248
2012,HB969,15.2-1627.4
2012,HB970,63.2-1509
2012,HB971,32.1-162.9:1
2012,HB971,63.2-1719
2012,HB971,37.2-314
2012,HB971,63.2-1726
2012,HB971,32.1-126.01
2012,HB971,37.2-408.1
2012,HB972,37.2-817
2012,HB973,18.2-61
2012,HB973,18.2-67.5:3
2012,HB973,18.2-67.1
2012,HB973,19.2-303
2012,HB973,18.2-67.2
2012,HB974,24.2-946.2
2012,HB975,1-219.1
2012,HB977,22.1-306
2012,HB977,15.2-1507
2012,HB977,2.2-3900
2012,HB977,15.2-1604
2012,HB977,2.2-3901
2012,HB977,2.2-3004
2012,HB979,55-513
2012,HB980,38.2-3407.15
2012,HB980,38.2-3503
2012,HB980,38.2-3536
2012,HB983,58.1-2701
2012,HB983,58.1-2249
2012,HB983,58.1-2706
2012,HB983,58.1-2289
2012,HB983,58.1-2217
2012,HB985,54.1-4009
2012,HB985,54.1-4010
2012,HB985,54.1-4101
2012,HB986,18.2-248.1:1
2012,HB986,54.1-3446
2012,HB987,18.2-178
2012,HB988,9.1-101
2012,HB988,18.2-308
2012,HB989,29.1-521
2012,HB990,29.1-529
2012,HB990,29.1-100
2012,HB991,22.1-296.1
2012,HB991,22.1-296.2
2012,HB991,22.1-212.13
2012,HB991,22.1-296.4
2012,HB992,19.2-120
2012,HB992,19.2-120.1
2012,HB992,18.2-57.2
2012,HB992,37.2-506
2012,HB993,8.01-512.4
2012,HB994,2.2-2699.3
2012,HB995,10.1-1156
2012,HB995,10.1-1107
2012,HB996,2.2-1403
2012,HB997,63.2-501
2012,HB998,3.2-5130
2012,HB1000,58.1-439.12:07
2012,HB1002,29.1-521
2012,HB1005,22.1-7.1
2012,HB1007,24.2-411.1
2012,HB1008,55-515.2
2012,HB1008,55-79.52
2012,HB1009,10.1-566
2012,HB1010,37.2-1002
2012,HB1010,37.2-1009
2012,HB1010,37.2-1005
2012,HB1010,37.2-1012
2012,HB1010,37.2-1001
2012,HB1010,37.2-1007
2012,HB1010,37.2-805.1
2012,HB1012,18.2-308.2:2
2012,HB1013,58.1-322
2012,HB1013,58.1-402
2012,HB1015,2.2-4324
2012,HB1016,2.2-1176.1
2012,HB1017,56-585.2
2012,HB1020,54.1-4104
2012,HB1022,10.1-2211
2012,HB1024,2.2-115
2012,HB1025,46.2-342
2012,HB1025,46.2-345
2012,HB1026,4.1-320
2012,HB1028,56-46.1
2012,HB1028,56-597
2012,HB1028,56-598
2012,HB1029,15.2-2212
2012,HB1030,58.1-400
2012,HB1031,23-9.2:3.8
2012,HB1032,30-19.1:11
2012,HB1033,17.1-513
2012,HB1033,19.2-152.10
2012,HB1033,16.1-279.1
2012,HB1035,25.1-100
2012,HB1035,25.1-400
2012,HB1036,24.2-518
2012,HB1037,18.2-248
2012,HB1038,46.2-1129
2012,HB1038,46.2-1149.5
2012,HB1038,46.2-1145
2012,HB1038,46.2-1149.3
2012,HB1038,46.2-1139
2012,HB1038,46.2-652
2012,HB1038,46.2-1147
2012,HB1038,46.2-1128
2012,HB1038,46.2-1149.4
2012,HB1038,46.2-1140
2012,HB1038,46.2-685
2012,HB1038,46.2-1149.1
2012,HB1039,33.1-41.1
2012,HB1042,46.2-221.2
2012,HB1043,46.2-221.4
2012,HB1044,2.2-4310
2012,HB1044,2.2-1401
2012,HB1046,58.1-3212
2012,HB1047,24.2-603
2012,HB1051,24.2-530
2012,HB1051,24.2-535
2012,HB1052,18.2-287.01
2012,HB1053,46.2-1078.1
2012,HB1054,8.01-391
2012,HB1054,15.2-1412
2012,HB1054,17.1-213
2012,HB1055,24.2-416.4
2012,HB1056,54.1-2808.1
2012,HB1057,24.2-419
2012,HB1057,24.2-709
2012,HB1057,24.2-700
2012,HB1057,24.2-703
2012,HB1057,24.2-444
2012,HB1057,24.2-713
2012,HB1057,24.2-701
2012,HB1057,24.2-101
2012,HB1057,24.2-706
2012,HB1057,24.2-612
2012,HB1057,24.2-702.1
2012,HB1058,33.1-373
2012,HB1059,15.2-2311
2012,HB1061,22.1-254
2012,HB1061,22.1-253.13:4
2012,HB1062,60.2-500
2012,HB1063,22.1-79.1
2012,HB1063,22.1-26
2012,HB1063,22.1-296
2012,HB1064,53.1-40.01
2012,HB1065,10.1-2106
2012,HB1065,10.1-603.12:7
2012,HB1065,62.1-195.1
2012,HB1065,10.1-560
2012,HB1065,10.1-603.15
2012,HB1065,10.1-603.12:4
2012,HB1065,10.1-603.8:1
2012,HB1065,10.1-2107
2012,HB1065,10.1-603.13
2012,HB1065,10.1-571
2012,HB1065,10.1-603.2
2012,HB1065,10.1-2101
2012,HB1065,10.1-603.12:6
2012,HB1065,10.1-659
2012,HB1065,10.1-2129
2012,HB1065,10.1-603.14
2012,HB1065,10.1-603.11
2012,HB1065,10.1-603.2:1
2012,HB1066,24.2-653
2012,HB1066,24.2-711.1
2012,HB1066,24.2-1004
2012,HB1067,2.2-4366
2012,HB1069,24.2-530
2012,HB1069,24.2-535
2012,HB1070,46.2-100
2012,HB1071,15.2-2157
2012,HB1072,46.2-1179.1
2012,HB1072,46.2-1187.3
2012,HB1072,46.2-1178
2012,HB1072,46.2-1182.2
2012,HB1072,46.2-1178.1
2012,HB1072,46.2-1187.1
2012,HB1072,46.2-1176
2012,HB1073,58.1-3295.1
2012,HB1074,18.2-346
2012,HB1075,37.2-505
2012,HB1076,15.2-2288
2012,HB1077,40.1-11.3
2012,HB1079,58.1-3832
2012,HB1080,22.1-279.3
2012,HB1082,58.1-803
2012,HB1083,23-9.2:3
2012,HB1084,24.2-701
2012,HB1084,24.2-651.1
2012,HB1084,24.2-653
2012,HB1084,24.2-643
2012,HB1085,24.2-418
2012,HB1086,19.2-349
2012,HB1087,32.1-138.1
2012,HB1088,59.1-293.2
2012,HB1089,22.1-271.2
2012,HB1090,32.1-325.02
2012,HB1091,4.1-305
2012,HB1093,8.01-516.1
2012,HB1093,8.01-514
2012,HB1093,8.01-517
2012,HB1093,8.01-515
2012,HB1093,8.01-520
2012,HB1093,8.01-512.3
2012,HB1094,8.01-328.1
2012,HB1095,20-113
2012,HB1096,16.1-278.19
2012,HB1097,51.1-305
2012,HB1098,53.1-231.2
2012,HB1101,19.2-271.4
2012,HB1102,56-585.2
2012,HB1103,18.2-308.2:2
2012,HB1104,16.1-238
2012,HB1104,9.1-204
2012,HB1104,16.1-275
2012,HB1104,9.1-1110
2012,HB1104,16.1-240
2012,HB1104,66-10
2012,HB1104,16.1-235.1
2012,HB1104,9.1-201
2012,HB1104,16.1-274
2012,HB1104,66-23
2012,HB1105,2.2-3708
2012,HB1106,54.1-2900
2012,HB1107,22.1-274
2012,HB1107,54.1-3408
2012,HB1107,22.1-274.2
2012,HB1107,8.01-225
2012,HB1107,54.1-3303
2012,HB1109,59.1-370.1
2012,HB1109,18.2-340.18
2012,HB1109,58.1-4022
2012,HB1110,55-225.13
2012,HB1110,8.01-126
2012,HB1110,55-243
2012,HB1110,55-225.10
2012,HB1110,55-248.5
2012,HB1110,55-225.14
2012,HB1110,55-248.34:1
2012,HB1110,55-225.12
2012,HB1110,55-248.7:2
2012,HB1110,55-225.8
2012,HB1110,55-248.4
2012,HB1111,27-98
2012,HB1111,36-105
2012,HB1112,32.1-46
2012,HB1115,20-27
2012,HB1115,20-13
2012,HB1115,32.1-267
2012,HB1115,20-23
2012,HB1115,20-28
2012,HB1115,20-21
2012,HB1115,20-24
2012,HB1115,20-37.1
2012,HB1115,20-22
2012,HB1116,58.1-608.3
2012,HB1117,15.2-3201
2012,HB1118,24.2-406
2012,HB1119,29.1-700
2012,HB1119,29.1-744.3
2012,HB1120,17.1-507
2012,HB1121,2.2-2002.1
2012,HB1122,15.2-907.2
2012,HB1123,19.2-389
2012,HB1125,32.1-288
2012,HB1126,19.2-306
2012,HB1126,19.2-304
2012,HB1128,58.1-3969
2012,HB1128,58.1-3971
2012,HB1128,58.1-3974
2012,HB1129,51.1-124.3
2012,HB1129,51.1-155
2012,HB1129,51.1-142.2
2012,HB1129,51.1-157
2012,HB1129,51.1-144
2012,HB1129,51.1-166
2012,HB1130,51.1-212
2012,HB1130,51.1-1400
2012,HB1130,51.1-602
2012,HB1130,51.1-201
2012,HB1130,51.1-611
2012,HB1130,51.1-213
2012,HB1130,51.1-1405
2012,HB1130,51.1-608
2012,HB1130,51.1-202
2012,HB1130,51.1-1100
2012,HB1130,51.1-601.1
2012,HB1130,51.1-145
2012,HB1130,51.1-609
2012,HB1131,24.2-600
2012,HB1132,24.2-529
2012,HB1132,24.2-644
2012,HB1133,24.2-521
2012,HB1133,24.2-545
2012,HB1134,9.1-400
2012,HB1135,18.2-308
2012,HB1136,40.1-51.8
2012,HB1137,15.2-2306
2012,HB1138,8.01-420
2012,HB1139,38.2-1316.2
2012,HB1139,38.2-1316.4
2012,HB1139,38.2-1316.1
2012,HB1139,38.2-1316.8
2012,HB1140,54.1-3452
2012,HB1141,54.1-3454
2012,HB1143,15.2-1412
2012,HB1143,17.1-213
2012,HB1143,8.01-391
2012,HB1144,54.1-1103
2012,HB1145,2.2-4328
2012,HB1147,8.01-511
2012,HB1148,58.1-3506
2012,HB1149,23-38.95
2012,HB1149,2.2-3707
2012,HB1149,2.2-3708
2012,HB1150,15.2-2303.1:1
2012,HB1151,24.2-311
2012,HB1152,19.2-389.1
2012,HB1152,32.1-127.1:03
2012,HB1152,19.2-389
2012,HB1153,58.1-301
2012,HB1154,52-38
2012,HB1155,58.1-360
2012,HB1155,58.1-322
2012,HB1156,8.01-225
2012,HB1156,54.1-3303
2012,HB1156,22.1-274
2012,HB1156,54.1-3408
2012,HB1156,22.1-274.2
2012,HB1157,58.1-3834
2012,HB1157,15.2-5814
2012,HB1157,58.1-3823
2012,HB1157,15.2-1200
2012,HB1157,58.1-3840
2012,HB1157,4.1-128
2012,HB1157,58.1-3825
2012,HB1157,15.2-5517
2012,HB1157,58.1-3842
2012,HB1157,55-248.5
2012,HB1158,62.1-44.15:20
2012,HB1161,18.2-265.18
2012,HB1161,18.2-265.6
2012,HB1163,4.1-304
2012,HB1164,33.1-223.2:26
2012,HB1165,15.2-7017
2012,HB1166,56-585.2
2012,HB1167,2.2-1182
2012,HB1167,2.2-1183
2012,HB1168,6.2-1014
2012,HB1168,6.2-1067
2012,HB1168,6.2-1001
2012,HB1169,65.2-714
2012,HB1170,58.1-439.2
2012,HB1171,24.2-542
2012,HB1171,24.2-673
2012,HB1171,24.2-202
2012,HB1171,24.2-542.1
2012,HB1171,24.2-203
2012,HB1171,24.2-543
2012,HB1172,2.2-2632
2012,HB1173,22.1-212.12
2012,HB1173,22.1-212.6
2012,HB1173,22.1-212.13
2012,HB1173,22.1-212.10
2012,HB1173,22.1-212.14
2012,HB1174,38.2-4300
2012,HB1175,2.2-3004
2012,HB1175,15.2-1507
2012,HB1175,22.1-306
2012,HB1175,15.2-1604
2012,HB1176,16.1-301
2012,HB1177,67-101
2012,HB1178,46.2-339
2012,HB1178,46.2-341.9
2012,HB1178,46.2-341.10
2012,HB1178,46.2-341.18:3
2012,HB1179,22.1-208.01
2012,HB1181,22.1-253.13:1
2012,HB1182,3.2-3108
2012,HB1183,62.1-129
2012,HB1183,62.1-139
2012,HB1183,58.1-439.12:09
2012,HB1183,62.1-132.6
2012,HB1183,10.1-1188
2012,HB1183,58.1-439.12:10
2012,HB1183,62.1-132.7
2012,HB1183,58.1-439.12:06
2012,HB1184,23-9.2:3.02
2012,HB1184,22.1-253.13:1
2012,HB1184,22.1-253.13:9
2012,HB1186,56-466.1
2012,HB1186,56-585.3
2012,HB1188,63.2-214.3
2012,HB1188,22.1-16.5
2012,HB1189,22.1-79.3
2012,HB1191,56-466.1
2012,HB1192,58.1-439.2
2012,HB1193,2.2-4301
2012,HB1193,56-575.17
2012,HB1193,2.2-4303
2012,HB1193,56-573.1:1
2012,HB1194,58.1-339.12
2012,HB1195,46.2-1128
2012,HB1195,46.2-1129
2012,HB1198,16.1-269.6
2012,HB1199,2.2-4009
2012,HB1199,2.2-4007.02
2012,HB1200,40.1-11.3
2012,HB1201,8.01-341.1
2012,HB1202,38.2-2129
2012,HB1203,2.2-2220.1
2012,HB1204,58.1-439.15:01
2012,HB1206,54.1-2820
2012,HB1206,38.2-3100.3
2012,HB1208,22.1-254.1
2012,HB1209,55-369
2012,HB1210,3.2-3607
2012,HB1211,63.2-800
2012,HB1212,32.1-127.1:01
2012,HB1212,54.1-2403.2
2012,HB1213,55-79.84
2012,HB1213,55-79.97
2012,HB1213,55-79.80:2
2012,HB1214,46.2-301
2012,HB1215,22.1-253.13:3
2012,HB1216,15.2-2204
2012,HB1218,62.1-44.15:23
2012,HB1219,55-516.1
2012,HB1219,55-79.93
2012,HB1219,55-394.1
2012,HB1219,55-528
2012,HB1219,55-79.93:1
2012,HB1219,55-504.1
2012,HB1219,55-530
2012,HB1219,54.1-2349
2012,HB1220,15.2-4904
2012,HB1221,37.2-837
2012,HB1222,2.2-1118
2012,HB1222,2.2-4301
2012,HB1222,2.2-1111
2012,HB1222,2.2-4344
2012,HB1226,23-9.2:3
2012,HB1227,24.2-545
2012,HB1230,2.2-510
2012,HB1230,51.5-40
2012,HB1230,37.2-304
2012,HB1230,37.2-709
2012,HB1231,32.1-164.1
2012,HB1233,58.1-3713.3
2012,HB1234,2.2-2235
2012,HB1235,2.2-4331
2012,HB1237,63.2-1509
2012,HB1238,19.2-386.14
2012,HB1239,58.1-604
2012,HB1239,58.1-638
2012,HB1239,58.1-604.1
2012,HB1239,58.1-639
2012,HB1239,58.1-603
2012,HB1239,58.1-614
2012,HB1241,58.1-2217
2012,HB1241,58.1-2701
2012,HB1241,58.1-2249
2012,HB1241,58.1-2706
2012,HB1241,58.1-2289
2012,HB1244,16.1-247
2012,HB1245,5.1-155
2012,HB1246,56-542
2012,HB1246,56-543
2012,HB1247,23-9.2:3
2012,HB1248,2.2-1514
2012,HB1248,33.1-23.1
2012,HB1248,33.1-12
2012,HB1248,33.1-49.1
2012,HB1248,15.2-2223
2012,HB1248,33.1-23.05
2012,HB1248,58.1-638
2012,HB1249,29.1-345
2012,HB1249,29.1-351
2012,HB1249,29.1-344
2012,HB1249,29.1-347
2012,HB1249,29.1-344.1
2012,HB1249,29.1-349
2012,HB1250,17.1-706
2012,HB1252,15.2-2293.2
2012,HB1253,15.2-2303.1:1
2012,HB1253,15.2-2303.3
2012,HB1255,15.2-2108.30
2012,HB1255,15.2-2108.21
2012,HB1256,55-79.97
2012,HB1256,55-516
2012,HB1256,55-79.84
2012,HB1257,18.2-308
2012,HB1258,46.2-391.3
2012,HB1258,18.2-270.2
2012,HB1258,46.2-391
2012,HB1258,18.2-271
2012,HB1258,46.2-391.2
2012,HB1258,18.2-270.1
2012,HB1258,18.2-271.1
2012,HB1261,55-226.2
2012,HB1262,54.1-2300
2012,HB1262,54.1-2301
2012,HB1262,54.1-2302
2012,HB1263,33.1-12.01
2012,HB1264,58.1-344
2012,HB1265,43-4.01
2012,HB1266,63.2-1509
2012,HB1268,58.1-512
2012,HB1269,15.2-2311
2012,HB1271,18.2-61
2012,HB1271,18.2-67.5:3
2012,HB1271,37.2-903
2012,HB1271,18.2-67.1
2012,HB1271,19.2-169.3
2012,HB1271,37.2-904
2012,HB1271,18.2-67.2
2012,HB1271,19.2-303
2012,HB1273,38.2-4319
2012,HB1275,18.2-308
2012,HB1276,59.1-200
2012,HB1277,54.1-1117
2012,HB1278,19.2-327.3
2012,HB1278,19.2-327.11
2012,HB1278,19.2-327.2
2012,HB1278,19.2-327.10
2012,HB1279,53.1-203
2012,HB1280,19.2-169.6
2012,HB1281,62.1-44.15:20
2012,HB1281,62.1-44.15:21
2012,HB1283,16.1-241
2012,HB1283,20-124.1
2012,HB1284,15.2-1412
2012,HB1284,27-42
2012,HB1284,8.01-431
2012,HB1284,17.1-213
2012,HB1284,32.1-69.1:1
2012,HB1284,20-25
2012,HB1284,8.01-391
2012,HB1286,15.2-2230.1
2012,HB1287,15.2-2201
2012,HB1289,54.1-2515
2012,HB1290,46.2-924
2012,HB1293,27-98
2012,HB1294,15.2-108.1
2012,HB1295,2.2-4304
2012,HB1295,22.1-92
2012,HB1295,15.2-1643
2012,HB1295,22.1-18.1
2012,HB1295,42.1-36.1
2012,HB1295,2.2-1124
2012,HB1295,22.1-253.13:1
2012,HB1295,2.2-4343
2012,HB1295,37.2-504
2012,HB1295,15.2-2223.1
2012,HB1295,22.1-209.1:2
2012,HB1295,5.1-40
2012,HB1295,2.2-4303
2012,HB1295,22.1-275.1
2012,HB1295,10.1-561
2012,HB1295,22.1-129
2012,HB1295,37.2-508
2012,HB1295,15.2-968.1
2012,HB1295,22.1-225
2012,HB1295,51.5-89
2012,HB1298,19.2-56.2
2012,HB1299,19.2-303.5
2012,HB1299,19.2-306
2012,SB1,24.2-643
2012,SB1,24.2-701
2012,SB1,24.2-651.1
2012,SB1,24.2-653
2012,SB8,37.2-1020
2012,SB9,37.2-1020
2012,SB9,54.1-2986.1
2012,SB10,9.1-400
2012,SB11,55-545.05
2012,SB12,24.2-700
2012,SB12,24.2-701
2012,SB13,32.1-35
2012,SB14,18.2-265.18
2012,SB14,18.2-265.6
2012,SB15,15.2-901
2012,SB16,18.2-370
2012,SB17,18.2-308
2012,SB17,29.1-100
2012,SB17,29.1-217
2012,SB17,29.1-521.3
2012,SB17,29.1-735.1
2012,SB17,62.1-194.2
2012,SB17,18.2-136.1
2012,SB17,19.2-81
2012,SB17,29.1-207
2012,SB17,29.1-337
2012,SB17,29.1-548
2012,SB17,29.1-739.2
2012,SB17,9.1-101
2012,SB17,18.2-285
2012,SB17,28.2-106
2012,SB17,29.1-212
2012,SB17,29.1-516
2012,SB17,29.1-556
2012,SB17,51.1-212
2012,SB17,9.1-801
2012,SB17,18.2-51.1
2012,SB17,29.1-200
2012,SB17,29.1-218
2012,SB17,29.1-530
2012,SB17,29.1-739
2012,SB17,65.2-402
2012,SB17,18.2-141
2012,SB17,2.2-2801
2012,SB17,29.1-208
2012,SB17,29.1-349
2012,SB17,29.1-552
2012,SB17,29.1-745
2012,SB17,9.1-400
2012,SB17,18.2-287.01
2012,SB17,28.2-106.1
2012,SB17,29.1-213
2012,SB17,29.1-517
2012,SB17,29.1-567
2012,SB17,58.1-1410
2012,SB17,15.2-915.2
2012,SB17,18.2-57
2012,SB17,29.1-205
2012,SB17,29.1-300.2
2012,SB17,29.1-539
2012,SB17,29.1-739.1
2012,SB17,65.2-402.1
2012,SB17,18.2-283.1
2012,SB17,2.2-507
2012,SB17,29.1-209
2012,SB17,29.1-355
2012,SB17,29.1-553
2012,SB17,3.2-1010
2012,SB17,9.1-500
2012,SB19,15.2-2303.1:1
2012,SB20,18.2-61
2012,SB21,18.2-61
2012,SB23,18.2-366
2012,SB24,63.2-523
2012,SB24,32.1-321.4
2012,SB24,63.2-522
2012,SB24,18.2-186.2
2012,SB25,29.1-109
2012,SB25,2.2-106
2012,SB25,29.1-300.4
2012,SB25,29.1-103
2012,SB27,46.2-711
2012,SB27,46.2-715
2012,SB28,6.2-1817
2012,SB28,6.2-1818
2012,SB28,6.2-1816
2012,SB32,15.2-2404
2012,SB33,58.1-3970.1
2012,SB34,55-248.7
2012,SB35,55-225.8
2012,SB35,55-225.1
2012,SB36,15.2-2302
2012,SB37,58.1-609.6
2012,SB38,38.2-1715
2012,SB39,38.2-1700
2012,SB40,58.1-609.1
2012,SB43,2.2-3300
2012,SB44,54.1-3931
2012,SB45,2.2-2464
2012,SB45,2.2-2463
2012,SB46,46.2-1178.1
2012,SB46,46.2-1176
2012,SB46,46.2-1182
2012,SB46,46.2-1178
2012,SB47,38.2-518
2012,SB48,58.1-3295.1
2012,SB49,58.1-408
2012,SB50,13.1-732
2012,SB50,13.1-655
2012,SB50,13.1-749.1
2012,SB50,13.1-674
2012,SB50,13.1-1023
2012,SB50,13.1-734
2012,SB50,13.1-657
2012,SB50,13.1-838
2012,SB50,13.1-711
2012,SB50,13.1-654
2012,SB50,13.1-737
2012,SB50,13.1-661
2012,SB50,13.1-839
2012,SB51,4.1-212
2012,SB52,2.2-1105
2012,SB53,23-281
2012,SB54,60.2-602
2012,SB55,24.2-653
2012,SB55,24.2-643
2012,SB55,24.2-701
2012,SB55,24.2-651.1
2012,SB56,24.2-613
2012,SB56,24.2-640
2012,SB57,24.2-701
2012,SB58,18.2-18
2012,SB59,8.01-630
2012,SB59,8.01-631
2012,SB59,8.01-676.1
2012,SB60,20-99.2
2012,SB60,20-99
2012,SB61,58.1-400
2012,SB62,24.2-535
2012,SB62,24.2-530
2012,SB65,32.1-127
2012,SB65,63.2-1808
2012,SB65,32.1-138
2012,SB65,63.2-1805
2012,SB66,18.2-371.1
2012,SB67,18.2-308
2012,SB69,60.2-612
2012,SB70,58.1-609.3
2012,SB71,18.2-181
2012,SB71,18.2-195.2
2012,SB71,19.2-289
2012,SB71,18.2-103
2012,SB71,18.2-186
2012,SB71,18.2-340.37
