Bill,Session,SC Position,Com 1,Pass Com 1,Incorporated,Pass Floor 1,Com 2,Pass Com 2,Pass Floor 2,Amended,To Gov,Returned,Passed,Disposition,File Date,Final Date,Sponsor 1,Sponsor 2,Sponsor 3,Sponsor 4,Sponsor 5,Sponsor 6,Sponsor 7,Sponsor 8,Sponsor 9,Sponsor 10,Sponsor 11,Sponsor 12,Sponsor 13,Sponsor 14,Sponsor 15,Sponsor 16,Sponsor 17,Sponsor 18,Sponsor 19,Sponsor 20,Sponsor 21,Sponsor 22,Sponsor 23,Sponsor 24,Sponsor 25,Sponsor 26,Sponsor 27,Sponsor 28,Sponsor 29,Sponsor 30,Sponsor 31,Sponsor 32,Sponsor 33,Sponsor 34,Sponsor 35,Sponsor 36,Sponsor 37,Sponsor 38,Sponsor 39,Sponsor 40,Sponsor 41,Sponsor 42,Sponsor 43,Sponsor 44,Sponsor 45,Sponsor 46,Sponsor 47,Sponsor 48,Sponsor 49,Sponsor 50,Sponsor 51,Sponsor 52,Sponsor 53,Sponsor 54,Sponsor 55
HB2070,2019,1,H-F,0,0,,,,,,,,0,DiC,20190107,20190205,John Bell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB2095,2019,1,H-CCT,0,0,,,,,,,,0,DiC,20190107,20190205,Elizabeth Guzman,Patrick Hope,Kaye Kory,Paul Krizek,Mark Levine,Alfonso Lopez,Sam Rasoul,Debra Rodman,Marcus Simon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB2105,2019,1,H-ACNR,0,0,,,,,,,,0,DiC,20190108,20190130,Jennifer Carroll Foy,Kaye Kory,Alfonso Lopez,Luke Torian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB2117,2019,1,H-CL,0,0,,,,,,,,0,DiC,20190108,20190205,Mike Mullin,David Toscano,Wendy Gooditis,Patrick Hope,Kaye Kory,Sam Rasoul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB2146,2019,1,H-CCT,0,0,,,,,,,,0,DiC,20190108,20190205,Cheryl Turpin,Karrie Delaney,Wendy Gooditis,Patrick Hope,Mark Keam,Kaye Kory,Paul Krizek,Mark Levine,Sam Rasoul,David Reid,Debra Rodman,Danica Roem,Marcus Simon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB2165,2019,1,H-F; H-GL,0,0,,,,,,,,0,DiC,20190108,20190205,Glenn Davis,Chris Hurst,Kaye Kory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB2175,2019,1,H-GL,0,0,,,,,,,,0,DiC,20190108,20190129,Kelly Fowler,Glenn Davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB2243,2019,1,H-A,0,0,,,,,,,,0,DiC,20190108,20190205,Rip Sullivan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB2292,2019,1,H-CL,1,0,1,S-CL,1,1,1,1,0,1,PiL,20190108,20190321,Rip Sullivan,Mark Keam,Kaye Kory,Alfonso Lopez,Kathleen Murphy,David Toscano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB2293,2019,1,H-CL,1,0,1,S-CL,1,1,0,1,0,1,PiL,20190108,20190314,Rip Sullivan,Mark Keam,Kaye Kory,Alfonso Lopez,Kathleen Murphy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB2294,2019,1,H-CL,0,0,,,,,,,,0,DiC,20190108,20190205,Rip Sullivan,Kaye Kory,Alfonso Lopez,David Toscano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB2329,2019,1,H-CL,0,0,,,,,,,,0,DiC,20190108,20190131,Mark Keam,Steve Heretick,Patrick Hope,Kaye Kory,Steve Landes,Marcus Simon,Rip Sullivan,Schuyler VanValkenburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB2330,2019,1,H-R,0,0,,,,,,,,0,DiC,20190108,20190205,Mark Keam,Jennifer Carroll Foy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB2331,2019,1,H-R,0,0,,,,,,,,0,DiC,20190108,20190205,Mark Keam,Sam Rasoul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB2332,2019,1,H-CL ,1,0,1,S-CL,1,1,1,1,0,1,PiL,20190108,20190314,Mark Keam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB2333,2019,1,H-CCT,0,0,,,,,,,,0,DiC,20190108,20190205,Mark Keam,Alfonso Lopez,Ken Plum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB2358,2019,1,H-A,1,0,1,S-F,1,1,0,1,0,1,PiL,20190108,20190219,Chris Jones,Betsy Carr,Alfonso Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB2391,2019,1,H-ACNR,0,0,,,,,,,,0,DiC,20190108,20190205,Alfonso Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB2395,2019,1,H-ACNR; H-A,1,0,1,S-ACNR,1,1,1,0,,0,DiH,20190108,20190224,Alfonso Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB2460,2019,1,H-F; H-GL,0,0,,,,,,,,0,DiC,20190109,20190205,Jay Jones,Kaye Kory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB2495,2019,1,H-CCT,0,0,,,,,,,,0,DiC,20190109,20190205,Kathy Tran,Paul Krizek,Mark Sickles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB2501,2019,1,H-CL,0,0,,,,,,,,0,DiC,20190109,20190205,Sam Rasoul,Alfonso Lopez,Kaye Kory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB2503,2019,1,H-CL,0,0,,,,,,,,0,DiC,20190109,20190205,Sam Rasoul,Kaye Kory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB2580,2019,1,H-ACNR,0,0,,,,,,,,0,DiC,20190109,20190205,Kaye Kory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB2621,2019,1,H-CCT,1,0,1,S-LG,1,1,1,1,0,1,PiL,20190109,20190321,Riley Ingram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB2641,2019,1,H-CL,0,0,,,,,,,,0,DiC,20190110,20190205,Wendy Gooditis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB2680,2019,1,H-F,0,0,,,,,,,,0,DiC,20190114,20190205,Tony Wilt,Steve Landes,Alfonso Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB2692,2019,1,H-CL,0,0,,,,,,,,0,DiC,20190114,20190131,Rip Sullivan,Kaye Kory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB2696,2019,1,H-R,0,0,,,,,,,,0,DiC,20190114,20190205,Charniele Herring,Hala Ayala,Lamont Bagby,Jeff Bourne,Jennifer Carroll Foy,Cliff Hayes,Matthew James,Jay Jones,Joe Lindsey,Alfonso Lopez,Delores McQuinn,Luke Torian,Roslyn Tyler,Jeion Ward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB2697,2019,1,H-CL,0,0,,,,,,,,0,DiC,20190114,20190205,David Toscano,Mike Mullin,Kaye Kory,Alfonso Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB2735,2019,1,H-CL,0,0,,,,,,,,0,DiC,20190116,20190205,David Toscano,Steve Heretick,Kaye Kory,Mark Levine,Alfonso Lopez,Mike Mullin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB2741,2019,1,H-CL,1,0,1,S-CL; S-F,1,1,0,1,0,1,PiL,20190117,20190318,Lashrecse Aird,Mark Keam,Kaye Kory,Will Morefield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB2762,2019,1,H-ACNR,1,0,1,S-GLT,1,1,0,1,1,1,PiL,20190117,20190403,David Bulova,Tony Wilt,"Rob Bloxom, Jr",Betsy Carr,Alfonso Lopez,Kathleen Murphy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB2786,2019,1,H-ACNR,1,0,1,S-CL,1,1,1,1,0,1,PiL,20190118,20190319,Riley Ingram,Terry Kilgore,Danny Marshall,Tony Wilt,Terry Austin,Rob Bell,"Rob Bloxom, Jr",Emily Brewer,Jeff Campbell,Betsy Carr,Jennifer Carroll Foy,Mark Cole,Kirk Cox,Buddy Fowler,Elizabeth Guzman,Christopher Head,Gordon Helsel,Keith Hodges,Tim Hugo,Barry Knight,Steve Landes,Jay Leftwich,Jason Miyares,Bobby Orrock,Brenda Pogge,Margaret Ransone,Roxann Robinson,Chris Stolle,Bob Thomas,Luke Torian,Lee Ware,Michael Webert,Tommy Wright,David Yancey,,,,,,,,,,,,,,,,,,,,,
HB2789,2019,1,H-CL,1,0,1,S-CL,1,1,0,1,0,1,PiL,20190118,20190321,Israel O'Quinn,Rip Sullivan,Kathy Tran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB1070,2019,1,S-F,0,1,,,,,,,,0,Inc,20181212,20190116,Adam Ebbin,Jennifer Boysko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB1091,2019,1,S-F; S-LG,1,0,1,H-CCT,1,1,1,1,0,1,PiL,20181219,20190321,Bryce Reeves,Bill Stanley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB1328,2019,1,S-ACNR,1,0,1,H-ACNR; H-A,0,,,,,0,DiC,20190107,20190219,Emmett Hanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB1355,2019,1,S-ACNR; S-CL,1,0,1,H-ACNR,1,1,0,1,0,1,PiL,20190108,20190319,Frank Wagner,Rosalyn Dance,Amanda Chase,Scott Surovell,Louise Lucas,Monty Mason,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB1398,2019,1,S-LG,0,1,,,,,,,,0,Inc,20190108,20190129,Bill Stanley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB1400,2019,1,S-LG,1,0,1,H-CCT,1,1,1,1,0,1,PiL,20190108,20190318,Chap Petersen,Monty Mason,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB1403,2019,1,S-CJ,1,0,1,H-CJ,1,1,1,0,,0,DiS,20190108,20190224,Chap Petersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB1414,2019,1,S-ACNR,1,0,1,H-A,1,1,0,1,0,1,PiL,20190108,20190219,Monty Mason,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB1456,2019,1,S-CL,0,0,,,,,,,,0,DiC,20190108,20190128,Jennifer McClellan,Jennifer Boysko,John Edwards,Lynwood Lewis,Monty Mason,"Lionell Spruill, Sr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB1460,2019,1,S-CL,0,0,,,,,,,,0,DiC,20190108,20190128,Jennifer McClellan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB1483,2019,1,S-CL,0,0,,,,,,,,0,DiC,20190108,20190128,Creigh Deeds,Monty Mason,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB1534,2019,1,S-ACNR; S-CL,0,1,,,,,,,,0,Inc,20190108,20190128,Scott Surovell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB1559,2019,1,S-LG,1,0,1,H-CCT,1,1,0,1,0,1,PiL,20190109,20190321,Lynwood Lewis,Monty Mason,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB1573,2019,1,S-ACNR,0,0,,,,,,,,0,DiC,20190109,20190124,Bill DeSteph,Monty Mason,"Lionell Spruill, Sr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB1583,2019,1,S-CL,0,0,,,,,,,,0,DiC,20190109,20190128,Dave Suetterlein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB1584,2019,1,S-CL,0,0,,,,,,,,0,DiC,20190109,20190128,Dave Suetterlein,Jeremy McPike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB1629,2019,1,S-EH,1,0,1,H-E,0,,,,,0,DiC,20190109,20190219,Jeremy McPike,Monty Mason,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB1666,2019,1,S-ACNR,0,0,,,,,,,,0,DiC,20190110,20190124,Lynwood Lewis,Adam Ebbin,Monty Mason,"Lionell Spruill, Sr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB1714,2019,1,S-CL,0,1,,,,,,,,0,Inc,20190115,20190128,John Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HJ620,2019,-1,H-R,0,0,,,,,,,,0,DiC,20190104,20190205,Matthew James,Steve Heretick,Karrie Delaney,Cliff Hayes,Kaye Kory,Joe Lindsey,David Reid,Marcus Simon,Vivian Watts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB1840,2019,-1,H-CL,1,0,1,S-CL,1,1,1,1,0,1,PiL,20190102,20190318,Danny Marshall,Jeff Campbell,Israel O'Quinn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB2103,2019,-1,H-ACNR,0,0,,,,,,,,0,DiC,20190108,20190205,Nick Freitas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB2154,2019,-1,H-ACNR,0,0,,,,,,,,0,DiC,20190108,20190205,Chris Stolle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB2240,2019,-1,H-CL,0,0,,,,,,,,0,DiC,20190108,20190205,Karrie Delaney,Kaye Kory,Mark Levine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB2269,2019,-1,H-ACNR,1,0,1,S-ACNR,1,1,0,1,0,0,V,20190108,20190403,Charles Poindexter,Christopher Head,Dave LaRock,Danny Marshall,Tommy Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB2506,2019,-1,H-ACNR,0,0,,,,,,,,0,DiC,20190109,20190205,Keith Hodges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB2611,2019,-1,H-ACNR,1,0,1,S-ACNR,1,1,0,1,0,0,V,20190109,20190403,Charles Poindexter,Christopher Head,Dave LaRock,Danny Marshall,Tommy Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB2738,2019,-1,H-CL,1,0,1,S-CL,1,1,0,1,0,1,PiL,20190116,20190318,Lamont Bagby,Jeff Bourne,Steve Heretick,Tim Hugo,Steve Landes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB1695,2019,-1,S-CL,1,0,1,H-CL,1,1,0,1,0,1,PiL,20190114,20190318,Frank Wagner,Ben Chafin,Louise Lucas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HJ656,2019,0,H-R,0,0,,,,,,,,0,DiC,20190108,20190205,Karrie Delaney,Alfonso Lopez,Kathleen Murphy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB1686,2019,0,H-CL,0,0,,,,,,,,0,DiC,20181206,20190205,David Reid,Jennifer Boysko,Karrie Delaney,Hala Ayala,Kelly Fowler,Wendy Gooditis,Elizabeth Guzman,Patrick Hope,Kaye Kory,Paul Krizek,Mark Levine,Ken Plum,Debra Rodman,Danica Roem,Marcus Simon,Schuyler VanValkenburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB1718,2019,0,H-CL,1,0,1,S-CL,0,,,,,0,DiC,20181217,20190211,Lee Ware,Jeff Bourne,Ronnie Campbell,Jennifer Carroll Foy,Elizabeth Guzman,Steve Heretick,Chris Hurst,Jay Jones,Steve Landes,David Toscano,Michael Webert,Tony Wilt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB1902,2019,0,H-A,0,0,,,,,,,,0,DiC,20190104,20190205,Sam Rasoul,Dawn Adams,Wendy Gooditis,Kaye Kory,Luke Torian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB2361,2019,0,H-ACNR,1,0,1,S-ACNR,0,,,,,0,DiC,20190108,20190219,Chris Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB2477,2019,0,H-CL,1,1,1,S-CL,1,1,0,1,1,1,PiL,20190109,20190403,Terry Kilgore,Kaye Kory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB2500,2019,0,H-CL,0,0,,,,,,,,0,DiC,20190109,20190205,Rip Sullivan,Kaye Kory,Alfonso Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB2547,2019,0,H-CL,1,0,1,S-CL,1,1,1,1,0,1,PiL,20190109,20190321,Tim Hugo,Kathy Tran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB2792,2019,0,H-CL,1,0,1,S-CL,1,1,0,1,0,1,PiL,20190118,20190321,Kathy Tran,Elizabeth Guzman,Chris Hurst,Kaye Kory,Alfonso Lopez,Rip Sullivan,David Toscano,Vivian Watts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB1271,2019,0,S-ACNR,1,0,1,H-ACNR,1,1,0,1,0,1,PiL,20190107,20190312,Richard Stuart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB1648,2019,0,S-CL,0,0,,,,,,,,0,DiC,20190109,20190128,Jennifer Boysko,Creigh Deeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB1769,2019,0,S-CL,1,0,1,H-CL,1,1,0,1,0,1,PiL,20190118,20190321,Glen Sturtevant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB1779,2019,0,S-CL,1,0,1,H-CL,1,1,0,1,0,1,PiL,20190118,20190321,Adam Ebbin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HJ25,2020,1,H-R,1,0,1,S-R,1,1,0,,,1,JRP,20191230,20200225,Joe Lindsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HJ61,2020,1,H-R,0,0,,,,,,,,0,DiC,20200106,20200131,Mark Keam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HJ131 ,2020,1,H-R ,0,0,,,,,,,,0,DiC,20200110,20200211,Jay Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HJ136 ,2020,1,H-R,1,0,1,S-R,0,,,,,0,DiC,20200111,20200228,Elizabeth Guzman,Patrick Hope,Mark Keam,Mark Levine,Sam Rasoul,Ibraheem Samirah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB75,2020,1,H-E; H-LC,1,0,1,S-EH; S-CL,1,1,1,0,,0,DiH,20191205,20200312,Kaye Kory,Jennifer Carroll Foy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB77,2020,1,H-LC; H-A,0,0,,,,,,,,0,DiC,20191206,20200211,Sam Rasoul,Elizabeth Guzman,Lashrecse Aird,Jennifer Carroll Foy,Joshua Cole,Patrick Hope,Clint Jenkins,Mark Keam,Kaye Kory,Ken Plum,Danica Roem,Ibraheem Samirah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB167,2020,1,H-LC,1,0,1, S-CL,1,1,0,1,0,1,PiL,20191224,20200406,Lee Ware,Jeff Bourne,Jennifer Carroll Foy,Steve Heretick,Sally Hudson,Terry Kilgore,Sam Rasoul,Danica Roem,Ibraheem Samirah,Michael Webert,Tony Wilt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB414,2020,1,H-ACNR; H-LC,1,0,1,S-ACNR,1,1,0,1,0,1,PiL,20200102,20200407,Karrie Delaney,Shelly Simonds,Mark Levine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB443,2020,1,H-ACNR,1,0,1,S-ACNR,1,1,1,1,0,1,PiL,20200103,20200331,Jennifer Carroll Foy,Chris Hurst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB511,2020,1,H-T,1,0,1,S-GLT,1,1,0,1,0,1,PiL,20200104,20200327,David Bulova,Kaye Kory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB525,2020,1,H-ACNR; H-A ,0,0,,,,,,,,0,DiC,20200105,20200211,Suhas Subramanyam,David Reid,Jennifer Carroll Foy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB528,2020,1,H-LC,1,0,1,S-CL,1,1,1,1,0,1,PiL,20200105,20200406,Suhas Subramanyam,Jennifer Carroll Foy,Dan Helmer,Chris Hurst,Mark Keam,Sam Rasoul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB572,2020,1,H-ACNR; H-LC,1,0,1,S-CL,1,1,1,1,0,1,PiL,20200106,20200411,Mark Keam,Marcus Simon,Jennifer Carroll Foy,Nancy Guy,Elizabeth Guzman,Sally Hudson,Chris Hurst,Shelly Simonds,Kathy Tran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB577,2020,1,H-ACNR; H-A,0,0,,,,,,,,0,DiC,20200106,20200211,Mark Keam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB633,2020,1,H-F ,0,0,,,,,,,,0,DiC,20200106,20200211,Rodney Willett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB643,2020,1,H-ACNR,1,0,1,S-ACNR,0,,,,,0,DiC,20200106,20200218,Chris Hurst,Sally Hudson,Clint Jenkins,Mark Keam,Sam Rasoul,Ibraheem Samirah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB644 ,2020,1,H-ACNR,1,0,1,S-ACNR,0,,,,,0,DiC,20200106,20200218,Chris Hurst,Clint Jenkins,Mark Keam,Sam Rasoul,Ibraheem Samirah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB646 ,2020,1,H-ACNR,1,0,1,S-ACNR,1,1,1,1,0,1,PiL,20200106,20200325,Chris Hurst,Clint Jenkins,Mark Keam,Sam Rasoul,Ibraheem Samirah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB654,2020,1,H-CCT,1,0,1,S-LG; S-FA,1,1,0,1,0,1,PiL,20200106,20200406,Nancy Guy,Jennifer Carroll Foy,Kelly Fowler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB656,2020,1,H-ACNR; H-LC,1,0,1,S-LG,1,1,1,1,0,1,PiL,20200106,20200312,Steve Heretick,Jennifer Carroll Foy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB672 ,2020,1,H-CCT,1,0,1,S-ACNR,0,,,,,0,DiC,20200106,20200225,Rodney Willett,Karrie Delaney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB704,2020,1,H-ACNR; H-A,1,0,1,S-ACNR,1,1,1,1,1,1,PiL,20200106,20200422,Mark Keam,Charniele Herring,Mark Levine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB706,2020,1,H-ACNR,1,0,1,S-ACNR,1,1,1,1,0,1,PiL,20200106,20200325,Mark Keam,Nancy Guy,Shelly Simonds,Elizabeth Guzman,Mark Levine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB714,2020,1,H-ACNR; H-LC,1,0,1,S-ACNR; S-CL,1,1,1,1,0,1,PiL,20200106,20200411,David Reid,Hala Ayala,Wendy Gooditis,Dan Helmer,Jennifer Carroll Foy,Patrick Hope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB717,2020,1,H-T,1,0,1,S-GLT,1,1,1,1,0,1,PiL,20200106,20200409,David Reid,Jennifer Carroll Foy,Patrick Hope,Alfonso Lopez,Martha Mugler,Rodney Willett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
