Bill,Session,SC Position,Com 1,Pass Com 1,Incorporated,Pass Floor 1,Com 2,Pass Com 2,Pass Floor 2,Amended,To Gov,Returned,Passed,Disposition,File Date,Final Date,Sponsor 1,Sponsor 2,Sponsor 3,Sponsor 4,Sponsor 5,Sponsor 6,Sponsor 7,Sponsor 8,Sponsor 9,Sponsor 10,Sponsor 11,Sponsor 12,Sponsor 13,Sponsor 14,Sponsor 15,Sponsor 16,Sponsor 17,Sponsor 18,Sponsor 19,Sponsor 20,Sponsor 21,Sponsor 22,Sponsor 23,Sponsor 24,Sponsor 25,Sponsor 26,Sponsor 27,Sponsor 28,Sponsor 29,Sponsor 30,Sponsor 31,Sponsor 32,Sponsor 33,Sponsor 34,Sponsor 35,Sponsor 36,Sponsor 37,Sponsor 38,Sponsor 39,Sponsor 40,Sponsor 41,Sponsor 42,Sponsor 43,Sponsor 44,Sponsor 45,Sponsor 46,Sponsor 47,Sponsor 48,Sponsor 49,Sponsor 50,Sponsor 51,Sponsor 52,Sponsor 53,Sponsor 54,Sponsor 55
SB139,2016,1,S-CL,0,0,,,,,,,,0,DiC,20151229,20160208,John Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB140,2016,-1,S-CL,0,0,,,,,,,,0,DiC,20151229,20160208,John Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB142,2016,1,S-F,0,0,,,,,,,,0,DiC,20151229,20160209,John Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB148,2016,1,S-CL,0,1,,,,,,,,0,Inc[SB779-Stuart],20151229,20160215,John Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB182,2016,1,S-F,1,0,1,H-F,1,1,0,1,0,1,PiL,20160104,20160307,Ben Chafin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB244,2016,1,S-F,0,0,,,,,,,,0,DiC,20160106,20160202,Chap Petersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB314,2016,1,S-ACNR,1,0,1,H-ACNR,1,1,1,1,0,1,PiL,20160108,20160301,Rosalyn Dance,Amanda Chase,Glen Sturtevant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB361,2016,0,S-LG,1,0,1,H-CCT,1,1,1,1,0,1,PiL,20160111,20160307,Barbara Favola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB395,2016,0,S-CL,1,0,1,H-CL,1,1,0,1,0,1,PiL,20160111,20160307,Kenneth Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB403,2016,1,S-CL,0,0,,,,,,,,0,DiC,20160112,20160208,Adam Ebbin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB464,2016,-1,S-T,1,0,1,H-T,1,1,0,1,0,1,PiL,20160112,20160325,Bill Carrico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB475,2016,1,S-ACNR,0,0,,,,,,,,0,DiC,20160112,20160128,Frank Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB482,2016,1,S-ACNR,0,1,,,,,,,,0,Inc[SB21-Chafin],20160112,20160121,Mark Obenshain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB486,2016,-1,S-F,0,0,,,,,,,,0,DiC,20160112,20160210,Emmett Hanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB537,2016,1,S-ACNR,0,0,,,,,,,,0,DiC,20160113,20160204,Scott Surovell,Amanda Chase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB563,2016,-1,S-F,1,0,1,H-F,1,1,0,1,0,1,PiL,20160113,20160401,Tommy Norment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB571,2016,1,S-ACNR,0,0,,,,,,,,0,DiC,20160113,20160204,Donald McEachin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB614,2016,0,S-CL,0,0,,,,,,,,0,DiC,20160113,20160208,John Edwards,Creigh Deeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB647,2016,1,S-CL,0,0,,,,,,,,0,DiC,20160118,20160208,Barbara Favola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB673,2016,1,S-ACNR,1,0,1,H-ACNR,1,1,0,1,0,1,PiL,20160119,20160229,Emmett Hanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB706,2016,1,S-GLT,0,0,,,,,,,,0,DiC,20160121,20160215,Ben Chafin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB726,2016,0,S-ACNR,0,0,,,,,,,,0,DiC,20160122,20160204,John Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB742,2016,-1,S-F,1,0,1,H-F,0,,,,,0,DiC,20160122,20160229,Frank Wagner,Kenneth Alexander,Lynwood Lewis,Jeremy McPike,Scott Surovell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB743,2016,0,S-ACNR; S-F,1,0,1,H-ACNR,1,1,1,1,0,1,PiL,20160122,20160329,Frank Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB745,2016,1,S-CL,1,0,1,H-CL,1,1,0,1,0,1,PiL,20160122,20160307,Frank Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB748,2016,-1,S-CL,1,0,1,H-CL,1,1,1,1,1,1,PiL,20160122,20160420,Frank Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB761,2016,1,S-CL,0,0,,,,,,,,0,DiC,20160122,20160208,Donald McEachin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB779,2016,1,S-CL,0,0,,,,,,,,0,DiC,20160202,20160215,Richard Stuart,John Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HJ572,2017,1,H-R,0,0,,,,,,,,0,DiC,20170102,20170126,Barry Knight,Terry Austin,Glenn Davis,Gordon Helsel,Riley Ingram,Roxann Robinson,Lee Ware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HJ672,2017,1,H-R,0,0,,,,,,,,0,DiC,20170110,20170126,Chris Stolle,Jennifer Boysko,Steve Heretick,Matthew James,Joe Lindsey,Cia Price,Marcus Simon,Ron Villanueva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB575,2017,1,H-CL,0,0,,,,,,,,0,DiC,20160111,20161201,Rip Sullivan,Marcus Simon,Vivian Watts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB576,2017,1,H-CL ,0,0,,,,,,,,0,DiC,20160111,20161201,Rip Sullivan,Kathleen Murphy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB908,2017,1,H-CL,0,0,,,,,,,,0,DiC,20160112,20161201,Randy Minchew,Ron Villanueva,John Bell,Jennifer Boysko,Betsy Carr,Monty Mason,Kathleen Murphy,Chris Peace,Rip Sullivan,Michael Webert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB1285,2017,1,H-CL ,0,0,,,,,,,,0,DiC,20160120,20161201,Randy Minchew,Betsy Carr,Kaye Kory,Kathleen Murphy,Rip Sullivan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB1286,2017,1,H-CL ,0,0,,,,,,,,0,DiC,20160120,20161201,Randy Minchew,Rip Sullivan,Ron Villanueva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB1454,2017,1,H-ACNR,1,0,1,S-ACNR,1,1,1,1,0,1,PiL,20161205,20170223,Terry Austin,Christopher Head,Kaye Kory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB1465,2017,1,H-CL ,0,0,,,,,,,,0,DiC,20161207,20170208,Rip Sullivan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB1619,2017,1,H-ACNR,1,0,1,S-ACNR,1,1,0,1,0,1,PiL,20170103,20170213,David Bulova,Scott Lingamfelter,Charniele Herring,Kaye Kory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB1632,2017,1,H-F,0,0,,,,,,,,0,DiC,20170104,20170207,Rip Sullivan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB1636,2017,1,H-CL,0,0,,,,,,,,0,DiC,20170104,20170208,Rip Sullivan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB1703,2017,1,H-CL,0,0,,,,,,,,0,DiC,20170106,20170208,Rip Sullivan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB1712,2017,1,H-GL,1,0,1,S-GLT,1,1,0,1,0,1,PiL,20170107,20170303,Randy Minchew,Ron Villanueva,John Bell,Jennifer Boysko,Betsy Carr,Paul Krizek,Joe Lindsey,Alfonso Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB1800,2017,1,H-CL,0,0,,,,,,,,0,DiC,20170109,20170208,David Toscano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB1859,2017,1,H-ACNR,0,0,,,,,,,,0,DiC,20170110,20170207,Alfonso Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB1860,2017,1,H-ACNR,0,0,,,,,,,,0,DiC,20170110,20170207,Alfonso Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB1861,2017,1,H-ACNR,0,0,,,,,,,,0,DiC,20170110,20170207,Alfonso Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB1870,2017,1,H-ACNR,0,0,,,,,,,,0,DiC,20170110,20170207,Alfonso Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB1891,2017,1,H-F,0,0,,,,,,,,0,DiC,20170110,20170207,Tim Hugo,Rip Sullivan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB1964,2017,1,H-GL; H-A,0,0,,,,,,,,0,DiC,20170110,20170208,Chris Stolle,Betsy Carr,Cliff Hayes,Gordon Helsel,Steve Heretick,Daun Hester,Mark Keam,Barry Knight,Jay Leftwich,Joe Lindsey,Cia Price,Ron Villanueva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB1988,2017,1,H-GL; H-A,0,0,,,,,,,,0,DiC,20170110,20170208,John Bell,Jennifer Boysko,Paul Krizek,Steve Landes,Ken Plum,Marcus Simon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB1993,2017,1,H-T,1,0,1,S-T,1,1,0,1,0,1,PiL,20170110,20170316,Greg Habeeb,Ron Villanueva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB2005,2017,1,H-T,0,0,,,,,,,,0,DiC,20170110,20170207,Betsy Carr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB2018,2017,1,H-CL,0,0,,,,,,,,0,DiC,20170110,20170208,Ron Villanueva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB2089,2017,1,H-E,0,0,,,,,,,,0,DiC,20170110,20170207,Kaye Kory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB2112,2017,1,H-CL,0,0,,,,,,,,0,DiC,20170110,20170208,Mark Keam,Ron Villanueva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SJ297,2017,1,S-R,0,0,,,,,,,,0,DiC,20170111,20170202,Frank Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB140,2017,1,S-CL,0,0,,,,,,,,0,DiC,20151229,20161202,John Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB142,2017,1,S-F,0,0,,,,,,,,0,DiC,20151229,20161202,John Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB910,2017,1,S-ACNR,1,0,1,H-ACNR,1,1,0,1,0,1,PiL,20161227,20170217,Richard Stuart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB911,2017,1,S-ACNR,1,0,1,H-ACNR,1,1,0,1,0,1,PiL,20161227,20170217,Richard Stuart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB917,2017,1,S-CL,0,1,,,,,,,,0,Inc,20161227,20170130,John Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB918,2017,1,S-CL,0,0,,,,,,,,0,DiC,20161227,20170130,John Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB925,2017,1,S-F,0,0,,,,,,,,0,DiC,20161227,20170118,Chap Petersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB990,2017,1,S-CL,1,0,1,H-CL,1,1,0,1,0,1,PiL,20170103,20170316,Rosalyn Dance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB1095,2017,1,S-CL,0,0,,,,,,,,0,DiC,20170106,20170116,Chap Petersen,Dave Suetterlein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB1184,2017,1,S-T,0,0,,,,,,,,0,DiC,20170110,20170201,Rosalyn Dance,Jennifer McClellan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB1208,2017,1,S-CL,0,1,,,,,,,,0,Inc,20170110,20170130,Jennifer Wexton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB1258,2017,1,S-CL,1,0,1,H-CL,1,1,0,1,1,1,PiL,20170110,20170405,Adam Ebbin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB1349,2017,1,S-ACNR; S-F,1,0,0,,,,,,,0,DiS,20170111,20170131,Lynwood Lewis,Monty Mason,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB1359,2017,1,S-EH,1,0,1,H-E,1,1,1,1,0,1,PiL,20170111,20170320,Jeremy McPike,Adam Ebbin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB1392,2017,1,S-F,0,0,,,,,,,,0,DiC,20170111,20170131,Frank Wagner,Jeremy McPike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB1393,2017,1,S-CL,1,0,1,H-CL,1,1,1,1,0,1,PiL,20170111,20170316,Frank Wagner,Jennifer Wexton,Adam Ebbin,Jeremy McPike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB1395,2017,1,S-ACNR,1,0,1,H-CL,1,1,0,1,0,1,PiL,20170111,20170313,Frank Wagner,Monty Mason,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB1398,2017,1,S-ACNR,1,0,1,H-ACNR,1,1,1,1,1,1,PiL,20170111,20170405,Scott Surovell,Amanda Chase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB1399,2017,1,S-ACNR,0,0,,,,,,,,0,DiC,20170111,20170202,Scott Surovell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB1471,2017,1,S-ACNR,0,0,,,,,,,,0,DiC,20170117,20170202,Mamie Locke,Lynwood Lewis,Monty Mason,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB1496,2017,1,S-ACNR,0,1,,,,,,,,0,Inc,20170118,20170126,Lynwood Lewis,Monty Mason,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB1389,2017,-1,H-GL,0,0,,,,,,,,0,DiC,20160126,20161201,Roxann Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB1438,2017,-1,H-CL,0,0,,,,,,,,0,DiC,20161122,20170126,Christopher Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB1573,2017,-1,H-ACNR,1,0,1,S-ACNR,1,1,0,1,0,1,PiL,20170102,20170320,Gordon Helsel,"Rob Bloxom, Jr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB1575,2017,-1,H-ACNR,0,0,,,,,,,,0,DiC,20170102,20170207,Gordon Helsel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB1678,2017,-1,H-GL,1,0,1,S-GLT,0,,,,,0,DiC,20170106,20170213,Roxann Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB1679,2017,-1,H-ACNR,1,0,1,S-ACNR,0,,,,,0,DiC,20170106,20170216,Roxann Robinson,Will Morefield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB1766,2017,-1,H-CL,1,0,1,S-CL,1,1,1,1,0,1,PiL,20170109,20170324,Greg Habeeb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB1917,2017,-1,H-F,0,0,,,,,,,,0,DiC,20170110,20170207,Will Morefield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB1974,2017,-1,H-CL; H-A,1,0,1,S-ACNR; S-F,1,1,1,0,,0,DiH,20170110,20170225,Israel O'Quinn,Jimmie Massie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB2008,2017,-1,H-ACNR,0,0,,,,,,,,0,DiC,20170110,20170201,Keith Hodges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB2198,2017,-1,H-F,1,0,1,S-F,1,1,0,1,0,0,V,20170111,20170405,Terry Kilgore,Glenn Davis,Jimmie Massie,Israel O'Quinn,Todd Pillion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB2291,2017,-1,H-CL,1,0,1,S-CL,1,1,1,1,0,1,PiL,20170111,20170316,Terry Kilgore,Ron Villanueva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB2303,2017,-1,H-CL,1,0,1,S-CL,1,1,0,1,0,1,PiL,20170112,20170316,Randy Minchew,Tim Hugo,Steve Landes,Joe Lindsey,David Yancey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB2390,2017,-1,H-CL,1,0,1,S-CL,1,1,0,1,1,1,PiL,20170118,20170405,Terry Kilgore,David Toscano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB1110,2017,-1,S-CL,1,0,1,H-CL,0,,,,,0,DiC,20170109,20170225,Bill Stanley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB1291,2017,-1,S-ACNR; S-GLT; S-F,0,0,,,,,,,,0,DiC,20170110,20170202,Ben Chafin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB1292,2017,-1,S-GLT; S-F,0,0,,,,,,,,0,DiC,20170110,20170202,Ben Chafin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB1394,2017,-1,S-CL,1,0,1,H-CL,1,1,0,1,0,1,PiL,20170111,20170316,Frank Wagner,John Edwards,Jeremy McPike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB1470,2017,-1,S-F,1,0,1,H-F,1,1,0,1,0,0,V,20170116,20170405,Ben Chafin,Bill Carrico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB618,2017,0,H-CL,0,0,,,,,,,,0,DiC,20160111,20161201,Paul Krizek,Ken Plum,Vivian Watts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB1509,2017,0,H-ACNR,1,0,1,S-ACNR,1,1,0,1,0,1,PiL,20161220,20170213,Lee Ware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB1574,2017,0,H-ACNR,1,0,1,S-ACNR,1,1,0,1,0,1,PiL,20170102,20170313,Gordon Helsel,"Rob Bloxom, Jr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB1600,2017,0,H-ACNR,1,0,1,S-ACNR,1,1,0,1,0,1,PiL,20170103,20170313,Matt Fariss,Rick Morris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB1671,2017,0,H-CL,1,0,1,S-CL,1,1,0,1,1,1,PiL,20170105,20170405,Will Morefield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB1760,2017,0,H-CL,1,0,1,S-CL,1,1,1,1,1,1,PiL,20170109,20170224,Terry Kilgore,Todd Pillion,Will Morefield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB2124,2017,0,H-CL; H-CJ,0,0,,,,,,,,0,DiC,20170111,20170207,Randy Minchew,Dickie Bell,Mark Cole,James Edmunds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB2169,2017,0,H-F,1,0,1,S-F,1,1,0,1,0,1,PiL,20170111,20170220,Todd Pillion,Terry Kilgore,Israel O'Quinn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB2200,2017,0,H-ACNR,1,0,1,S-ACNR,1,1,0,1,0,1,PiL,20170111,20170213,Israel O'Quinn,Jeff Campbell,Todd Pillion,Nick Rush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB2320,2017,0,H-ACNR,0,0,,,,,,,,0,DiC,20170112,20170207,Jason Miyares,Ron Villanueva,Glenn Davis,Rocky Holcomb,Matthew James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB2349,2017,0,H-ACNR,0,0,,,,,,,,0,DiC,20170114,20170207,Bob Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB2384,2017,0,H-HWI,0,0,,,,,,,,0,DiC,20170117,20170207,Alfonso Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB875,2017,0,S-F,1,0,1,H-F,1,1,0,1,0,1,PiL,20161215,20170313,Frank Ruff,Emmett Hanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB886,2017,0,S-F,1,0,1,H-F,1,1,0,1,0,1,PiL,20161220,20170313,Ben Chafin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB1197,2017,0,S-CL,0,0,,,,,,,,0,DiC,20170110,20170130,Creigh Deeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB1226,2017,0,S-GLT,1,0,1,H-GL,1,1,1,1,0,1,PiL,20170110,20170324,John Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB1289,2017,0,S-CL,1,0,1,H-CL,1,1,0,1,1,1,PiL,20170110,20170224,Ben Chafin,Bill Carrico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB1383,2017,0,S-ACNR,0,0,,,,,,,,0,DiC,20170111,20170202,Scott Surovell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB1388,2017,0,S-CL,0,0,,,,,,,,0,DiC,20170111,20170130,Frank Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB1418,2017,0,S-CL,1,0,1,H-CL,1,1,1,1,1,1,PiL,20170111,20170405,Ben Chafin,Dick Black,Bill Carrico,Amanda Chase,John Cosgrove,Bill DeSteph,Siobhan Dunnavant,Emmett Hanger,Monty Mason,Ryan McDougle,Steve Newman,Tommy Norment,Mark Obenshain,Mark Peake,Bryce Reeves,Bill Stanley,Richard Stuart,Glen Sturtevant,Jill Vogel,Frank Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
